idind	dby8	dby8b	rha101	rha101b	rha109	rha109b	rha4	rha4b	rha7	rha7b	rhc108	rhc108b	rhc3	rhc3b	rhd102	rhd102b	rhd103	rhd103b	idcol	year_sample	col2013_1	repet2013_1	col2013_2	repet2013_2	col2014_1	repet2014_1	col2014_2	repet2014_2	col2015_1	repet2015_1	col2015_2	repet2015_2	col2016_1	repet2016_1	col2016_2	repet2016_2
692	154	154	136	136	175	190	268	288	229	231	216	216	169	169	243	255	224	224	M1106	2013	M1106	3	M1106	2	M1106	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
332	154	154	136	136	177	188	268	288	235	237	216	220	169	173	251	259	224	232	M811	2013	NA	NA	M811	12	M811	9	M811	4	M811	1	NA	NA	M811	3	M811	3
1085	154	154	136	136	186	188	268	284	239	239	216	216	169	169	234	234	212	220	M1975	2015	M1975	2	NA	NA	NA	NA	M1975	2	NA	NA	M1975	1	NA	NA	NA	NA
3167	154	154	136	136	175	188	265	290	231	239	216	220	169	169	238	247	216	224	M1113	2016	NA	NA	NA	NA	NA	NA	NA	NA	M815	1	NA	NA	M1113	1	M1113	2
271	131	154	136	136	175	188	284	288	231	233	216	220	169	169	255	259	220	224	M831	2013	NA	NA	M831	5	NA	NA	NA	NA	NA	NA	M831	7	NA	NA	NA	NA
3158	131	154	136	136	175	186	288	290	229	231	218	218	169	169	251	259	220	220	M815	2015	NA	NA	NA	NA	NA	NA	NA	NA	M815	2	NA	NA	NA	NA	NA	NA
2858	154	154	136	136	177	188	284	284	231	233	216	220	169	169	247	259	216	224	M831	2015	NA	NA	NA	NA	NA	NA	NA	NA	M831	2	M831	1	NA	NA	M831	2
528	154	154	136	136	175	188	268	288	229	233	220	220	165	165	247	247	216	224	M244	2013	M244	1	M244	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3731	0	0	136	136	186	186	284	286	237	237	211	220	173	173	255	259	220	224	M1112	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1112	1
2043	154	154	136	138	175	188	268	290	237	239	216	220	173	173	251	263	224	224	M1106	2014	NA	NA	NA	NA	NA	NA	M1106	1	PP3	1	NA	NA	NA	NA	M1106	1
1445	154	154	136	136	184	186	265	268	229	233	207	216	169	169	243	255	216	216	M1079	2016	M1079	5	NA	NA	M1079	1	M1079	1	M1079	2	NA	NA	M1079	1	M1079	2
1370	131	154	136	138	184	184	268	286	229	229	214	218	169	173	243	255	216	220	CXSGT	2014	NA	NA	CXSGT	1	CXSGT	2	CXSGT	1	NA	NA	NA	NA	NA	NA	NA	NA
1986	154	154	134	142	188	188	268	268	233	237	216	218	169	173	247	255	216	232	M813	2015	NA	NA	NA	NA	NA	NA	M813	1	M813	1	NA	NA	NA	NA	M813	1
1089	154	154	136	136	175	186	265	268	228	241	216	218	169	173	247	259	216	224	M809	2013	M809	1	NA	NA	NA	NA	M809	2	NA	NA	M809	2	M809	1	NA	NA
2533	154	154	136	136	186	188	0	0	0	0	216	218	169	177	251	251	208	220	PP1	2015	NA	NA	NA	NA	NA	NA	NA	NA	PP1	1	NA	NA	NA	NA	NA	NA
2205	131	154	125	146	175	175	268	288	229	235	220	220	169	173	243	255	216	220	M1102	2014	NA	NA	NA	NA	NA	NA	M1102	1	NA	NA	NA	NA	NA	NA	NA	NA
887	154	154	136	136	175	186	265	268	229	231	216	216	169	173	247	255	224	232	M1551	2014	NA	NA	M1551	1	M1551	2	M1551	1	M1551	1	NA	NA	NA	NA	NA	NA
2561	154	154	136	136	175	186	268	288	228	237	211	211	173	173	243	259	212	220	M399	2015	NA	NA	NA	NA	NA	NA	NA	NA	M399	1	NA	NA	NA	NA	NA	NA
2839	154	154	134	136	175	188	268	288	235	239	216	222	169	177	255	263	224	232	M831	2015	NA	NA	NA	NA	NA	NA	NA	NA	M831	3	M831	9	NA	NA	NA	NA
885	154	154	136	146	184	188	288	288	235	235	216	220	169	173	251	255	220	220	M1551	2015	NA	NA	M1551	3	NA	NA	NA	NA	NA	NA	M1551	1	NA	NA	NA	NA
2089	131	154	136	136	175	186	288	290	231	239	216	220	169	173	234	251	220	220	M1975	2014	NA	NA	NA	NA	NA	NA	M1975	1	NA	NA	NA	NA	NA	NA	NA	NA
153	131	154	136	142	175	184	268	288	229	241	216	220	169	173	251	259	220	224	M831	2013	M831	3	M831	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2449	131	154	136	136	177	186	286	290	235	239	218	218	169	173	238	243	220	224	PP3	2015	NA	NA	NA	NA	NA	NA	NA	NA	PP3	1	NA	NA	NA	NA	NA	NA
2160	154	154	136	136	175	175	265	265	228	229	211	220	169	169	243	255	216	224	M1079	2014	NA	NA	NA	NA	NA	NA	M1079	2	NA	NA	NA	NA	NA	NA	NA	NA
142	154	154	134	136	183	186	265	268	228	233	216	222	173	173	255	259	216	224	M831	2015	M831	3	M831	10	NA	NA	M831	1	M831	1	NA	NA	NA	NA	NA	NA
864	154	154	136	136	175	175	288	288	237	239	211	218	173	177	259	259	212	228	M813	2013	M813	1	NA	NA	NA	NA	NA	NA	M813	2	M813	2	NA	NA	NA	NA
2935	154	154	136	136	175	183	265	268	237	237	211	216	169	169	251	263	216	224	M813	2016	NA	NA	NA	NA	NA	NA	NA	NA	M813	1	M813	3	M813	1	NA	NA
2077	154	154	136	136	183	186	268	288	233	233	211	220	169	169	234	255	216	216	M1975	2016	NA	NA	NA	NA	NA	NA	M1975	1	M1975	1	NA	NA	M1975	1	NA	NA
507	154	154	136	142	175	186	265	288	235	241	216	216	169	173	247	255	216	220	M244	2014	M244	2	M244	2	NA	NA	M244	2	NA	NA	M244	2	M244	1	M244	1
2951	154	154	136	136	175	186	265	265	233	233	211	220	169	169	247	251	212	216	M813	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M813	1	NA	NA	NA	NA
2555	154	154	136	136	183	186	0	0	231	231	216	220	173	173	247	251	212	224	M399	2015	NA	NA	NA	NA	NA	NA	NA	NA	M399	1	NA	NA	NA	NA	NA	NA
2335	154	154	136	136	186	188	268	268	235	237	216	216	169	169	251	251	216	220	M831	2014	NA	NA	NA	NA	M831	1	NA	NA	M831	1	NA	NA	NA	NA	NA	NA
240	154	154	136	148	175	186	288	288	235	235	211	216	169	169	251	259	220	220	M831	2014	M831	3	NA	NA	NA	NA	M831	5	NA	NA	NA	NA	NA	NA	NA	NA
1257	131	154	136	136	186	186	288	290	229	233	218	218	169	181	238	259	212	224	M1975	2013	NA	NA	M1975	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
951	154	154	136	136	186	188	268	286	233	237	216	216	169	169	243	255	224	224	M1551	2013	NA	NA	M1551	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
702	131	154	125	136	183	188	286	290	235	235	211	220	169	177	238	238	216	224	M1106	2015	M1106	3	NA	NA	NA	NA	NA	NA	M1106	1	M1106	1	M1106	4	NA	NA
1910	154	154	136	136	186	190	288	288	231	243	211	216	173	173	234	247	212	224	M399	2014	NA	NA	NA	NA	M399	1	M399	16	M399	3	M399	1	NA	NA	NA	NA
815	154	154	0	0	175	175	268	290	228	237	216	218	169	169	238	238	212	212	M815	2013	NA	NA	M815	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1231	154	154	136	136	184	184	288	288	237	241	216	218	169	173	238	259	212	216	M809	2015	NA	NA	M809	3	NA	NA	M809	3	NA	NA	M809	3	M809	1	NA	NA
145	154	154	134	136	190	190	268	268	231	233	211	216	169	173	247	251	220	220	M831	2014	M831	1	M831	1	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
745	131	154	136	136	186	190	268	288	231	233	218	218	173	173	234	238	220	224	M1106	2013	M1106	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1107	131	131	136	136	177	186	288	290	229	235	216	220	169	177	234	255	220	224	M1975	2013	M1975	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3545	154	154	125	136	175	175	290	290	235	235	211	220	169	169	0	0	228	228	M809	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M809	1	NA	NA
2482	154	154	125	136	186	186	265	288	233	235	211	218	169	177	251	259	216	228	CXSGT	2015	NA	NA	NA	NA	NA	NA	NA	NA	CXSGT	1	CXSGT	1	CXSGT	1	CXSGT	1
1116	154	154	125	125	177	186	268	288	231	235	216	220	169	181	234	255	208	220	M1975	2015	M1975	4	M1975	1	M1975	2	M1975	2	NA	NA	M1975	1	M1975	4	NA	NA
1953	154	154	138	138	175	190	268	290	229	239	211	216	173	173	251	255	220	232	M831	2014	NA	NA	NA	NA	NA	NA	M831	1	NA	NA	NA	NA	NA	NA	NA	NA
2739	131	154	138	138	175	177	268	268	229	237	211	216	169	169	243	247	220	228	M244	2015	NA	NA	NA	NA	NA	NA	NA	NA	M244	1	NA	NA	NA	NA	NA	NA
714	131	154	136	136	175	186	268	288	235	239	210	211	173	173	247	259	220	224	M1106	2015	M1106	2	NA	NA	NA	NA	NA	NA	M1106	3	M1106	1	NA	NA	M1106	5
534	154	154	0	0	186	186	268	268	229	235	211	211	173	173	0	0	220	236	M244	2013	M244	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
292	154	154	134	138	175	175	268	288	229	239	216	218	169	169	255	259	212	220	M831	2013	M831	2	NA	NA	NA	NA	NA	NA	M831	1	NA	NA	NA	NA	NA	NA
50	154	154	136	146	184	186	268	284	229	239	216	216	169	177	255	259	212	212	M1979	2013	M1979	2	M1979	5	NA	NA	M1979	1	NA	NA	NA	NA	NA	NA	NA	NA
2527	154	154	136	138	177	188	290	290	235	237	216	218	169	173	251	251	216	220	PP1	2016	NA	NA	NA	NA	NA	NA	NA	NA	PP1	2	NA	NA	PP1	2	NA	NA
3312	154	154	138	146	186	186	265	284	231	233	211	216	169	169	234	251	220	224	M1975	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1975	9
374	154	154	136	136	177	186	290	290	229	229	216	228	0	0	0	0	216	216	M811	2013	M811	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1043	154	154	136	136	188	188	288	288	235	235	218	218	169	169	243	243	0	0	M809	2013	M809	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
638	154	154	125	136	175	177	265	288	235	235	210	218	169	169	238	255	216	224	M1551	2013	M1551	5	M1551	6	M1551	4	M1551	1	NA	NA	NA	NA	M1551	2	M1551	4
3794	154	154	125	125	177	188	0	0	228	243	228	228	169	169	243	255	220	224	PP1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PP1	1	NA	NA
733	154	154	125	136	177	190	268	290	235	235	210	218	169	173	259	259	216	224	M1106	2013	M1106	1	M1106	1	NA	NA	NA	NA	PP3	1	NA	NA	NA	NA	NA	NA
465	154	154	136	136	183	188	268	290	235	241	216	222	169	169	247	251	216	220	M831	2015	NA	NA	M831	1	NA	NA	NA	NA	M831	2	M831	1	NA	NA	NA	NA
623	154	154	125	136	175	188	265	288	241	241	216	220	169	169	247	259	220	224	M1551	2016	M1551	1	M1551	1	NA	NA	NA	NA	NA	NA	M1551	1	M1551	2	M1551	2
382	154	154	0	0	188	188	246	288	235	235	228	230	165	177	247	247	216	216	M811	2013	M811	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2756	154	154	136	136	175	184	0	0	235	235	216	216	169	169	0	0	216	220	M244	2015	NA	NA	NA	NA	NA	NA	NA	NA	M244	1	NA	NA	NA	NA	NA	NA
1362	154	154	136	136	183	186	288	288	229	233	211	216	169	169	255	259	220	224	M1975	2013	NA	NA	M1975	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
430	154	154	136	138	184	188	288	290	233	241	211	216	169	173	238	247	216	220	PP1	2013	PP1	3	PP1	2	NA	NA	NA	NA	PP1	1	PP1	1	NA	NA	NA	NA
2137	154	154	136	136	175	186	268	290	239	241	216	216	169	173	247	259	220	220	M831	2014	NA	NA	NA	NA	M831	1	NA	NA	M831	2	NA	NA	NA	NA	NA	NA
3450	131	154	136	136	184	188	265	288	229	241	218	218	169	169	243	247	216	224	M1113	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1113	1
141	154	154	136	138	175	175	268	290	231	237	211	218	169	169	238	247	216	224	M831	2014	M831	5	NA	NA	M831	2	NA	NA	M831	1	NA	NA	NA	NA	NA	NA
3952	154	154	125	136	177	177	0	0	228	229	228	230	169	173	255	255	220	220	PP3	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PP3	1	NA	NA
2424	154	154	136	136	175	175	268	288	229	239	220	220	173	177	238	243	216	228	M811	2015	NA	NA	NA	NA	NA	NA	NA	NA	M811	1	NA	NA	NA	NA	M811	3
1002	154	154	136	138	177	188	265	268	228	229	216	218	169	173	243	247	224	232	M1106	2014	NA	NA	M1106	1	M1106	1	NA	NA	NA	NA	M1106	4	NA	NA	NA	NA
357	154	154	136	136	188	188	286	288	229	241	216	218	169	177	255	259	220	224	M811	2015	M811	2	M811	4	M811	1	M811	3	M811	1	M811	3	M811	1	M811	1
3776	0	0	136	136	175	175	286	288	239	241	214	220	173	173	238	238	216	220	PP1	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PP1	1	NA	NA
859	131	131	136	136	177	177	0	0	235	235	209	216	169	169	0	0	224	224	M1102	2013	M1102	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1926	154	154	136	136	175	186	265	268	229	233	211	216	169	177	247	251	216	216	M831	2015	NA	NA	NA	NA	M831	2	NA	NA	NA	NA	M831	4	M831	5	NA	NA
2129	131	154	134	142	175	188	268	288	228	231	0	0	0	0	255	255	220	220	M831	2014	NA	NA	NA	NA	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2244	131	154	136	138	186	186	268	290	229	231	216	216	169	173	255	255	216	220	M1975	2014	NA	NA	NA	NA	NA	NA	M1975	1	NA	NA	NA	NA	NA	NA	NA	NA
2201	131	154	136	136	175	183	284	286	229	231	216	220	169	173	247	247	220	220	M811	2014	NA	NA	NA	NA	NA	NA	M811	1	M811	1	NA	NA	NA	NA	NA	NA
3977	154	154	136	138	175	175	288	288	228	229	0	0	169	169	247	247	224	224	M1551	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1551	1
2480	154	154	136	136	183	188	288	290	233	235	220	220	165	173	247	263	216	220	M1112	2016	NA	NA	NA	NA	NA	NA	NA	NA	M1112	1	NA	NA	M1112	1	NA	NA
1458	131	154	136	136	186	190	268	288	228	229	216	216	169	173	247	251	212	212	M399	2013	M399	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1990	131	154	136	136	177	184	268	286	235	237	211	220	169	173	251	259	220	224	PP3	2014	NA	NA	NA	NA	NA	NA	PP3	1	NA	NA	NA	NA	NA	NA	NA	NA
688	154	154	146	146	175	190	268	286	229	231	211	216	169	177	243	247	220	220	M1106	2013	M1106	3	M1106	4	M1106	1	NA	NA	M1106	2	M1106	2	NA	NA	M1106	10
3248	131	154	136	136	175	186	0	0	226	229	220	220	169	177	247	251	220	228	M831	2015	NA	NA	NA	NA	NA	NA	NA	NA	M831	1	NA	NA	NA	NA	NA	NA
1120	154	154	125	136	186	186	268	288	237	239	216	216	169	169	251	259	216	216	CXSGT	2014	CXSGT	2	NA	NA	NA	NA	CXSGT	1	CXSGT	3	NA	NA	CXSGT	1	CXSGT	1
786	154	154	134	134	175	175	282	288	229	229	218	218	0	0	0	0	212	220	PP1	2013	PP1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3106	131	154	136	136	175	188	268	268	231	233	220	220	169	173	247	251	220	224	M809	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M809	1	NA	NA	NA	NA
2554	154	154	136	136	190	190	268	288	229	233	216	220	169	173	247	247	224	224	M399	2015	NA	NA	NA	NA	NA	NA	NA	NA	M399	1	NA	NA	NA	NA	NA	NA
80	154	154	136	136	177	177	268	268	228	228	220	220	181	181	234	238	208	208	M1979	2013	NA	NA	M1979	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1248	154	154	136	136	175	186	265	265	228	229	216	216	169	169	243	251	224	228	M809	2014	NA	NA	M809	1	M809	1	M809	3	NA	NA	NA	NA	NA	NA	NA	NA
440	154	154	136	138	188	188	288	290	231	237	211	216	169	169	251	251	220	232	M811	2013	M811	1	NA	NA	M811	1	M811	1	NA	NA	NA	NA	NA	NA	NA	NA
221	131	154	136	136	186	188	268	268	231	233	211	218	173	190	247	255	232	232	M831	2013	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2864	131	154	136	136	188	190	288	290	229	241	211	218	169	173	251	251	220	224	M831	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	2	NA	NA	NA	NA
914	154	154	136	136	173	186	268	290	239	241	211	218	169	169	238	238	220	224	M1113	2015	M1113	2	M1113	1	NA	NA	NA	NA	M1113	1	M1113	2	NA	NA	NA	NA
1124	154	154	136	136	186	186	265	265	229	229	210	220	169	169	251	251	220	220	CXSGT	2016	CXSGT	2	CXSGT	1	NA	NA	NA	NA	CXSGT	1	NA	NA	CXSGT	1	CXSGT	1
3617	154	154	136	136	177	188	268	268	235	239	218	218	169	177	251	255	220	224	M831	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1
616	154	154	125	136	175	177	288	288	228	237	216	218	169	169	238	243	220	232	M1551	2015	M1551	4	M1551	2	M1551	1	M1551	2	M1551	3	M1551	1	NA	NA	NA	NA
361	154	154	136	136	175	186	290	290	231	233	216	220	169	173	247	251	216	220	M811	2015	NA	NA	M811	4	M811	1	NA	NA	NA	NA	M811	4	NA	NA	M811	1
3470	131	154	136	136	175	188	265	288	228	235	216	220	169	169	247	251	216	224	M1113	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1113	2	M1113	1
510	154	154	125	136	175	188	268	290	235	241	211	216	169	173	243	255	220	220	M244	2013	M244	1	NA	NA	NA	NA	M244	1	NA	NA	NA	NA	NA	NA	NA	NA
2640	154	154	136	138	175	175	0	0	228	233	216	220	169	173	243	247	216	216	M1113	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1113	2	NA	NA	NA	NA
1574	154	154	136	136	177	186	265	288	229	235	210	216	169	173	243	255	212	224	M1079	2013	NA	NA	M1079	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1605	154	154	125	138	175	188	268	268	235	235	211	220	165	169	251	251	220	224	M831	2013	M831	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2789	131	154	136	136	186	188	288	288	233	235	220	222	169	169	243	247	220	224	M1551	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1551	1	NA	NA	NA	NA
1583	154	154	136	136	186	188	256	284	235	235	216	220	169	169	251	251	212	216	M1079	2013	NA	NA	M1079	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1701	154	154	136	136	183	186	265	286	224	228	0	0	169	169	234	234	216	216	M1979	2014	NA	NA	NA	NA	M1979	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1090	154	154	136	136	184	186	288	288	229	235	211	216	169	169	251	259	212	224	M1975	2014	M1975	3	M1975	2	NA	NA	M1975	1	M1975	1	NA	NA	M1975	1	NA	NA
597	131	154	125	136	177	188	288	288	241	241	216	218	169	169	247	247	228	232	M811	2013	NA	NA	M811	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2895	154	154	136	136	186	188	265	288	229	235	216	216	169	173	251	255	220	224	M831	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1	NA	NA	M831	1
462	131	154	125	136	175	188	265	288	229	237	211	216	169	169	238	247	212	228	M831	2013	NA	NA	M831	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
927	154	154	136	138	175	175	288	288	233	235	211	220	169	169	247	251	224	228	M1113	2013	M1113	1	M1113	1	M1113	1	NA	NA	M1113	2	M1113	1	M1113	1	M1113	5
3661	131	154	136	136	175	186	268	288	233	235	216	216	165	173	234	251	216	220	M831	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1
2219	154	154	136	136	175	184	284	288	233	235	210	216	169	173	247	255	224	228	M1102	2016	NA	NA	NA	NA	NA	NA	M1102	3	M1102	1	NA	NA	NA	NA	M1102	1
742	154	154	136	136	186	186	265	290	231	237	211	218	173	177	247	255	216	224	M1106	2014	M1106	2	M1106	2	NA	NA	M1106	1	NA	NA	NA	NA	PP3	1	M1106	1
2820	154	154	136	136	175	177	288	290	233	241	216	216	169	173	255	263	216	228	M831	2016	NA	NA	NA	NA	NA	NA	NA	NA	M831	1	M831	1	M831	1	M831	1
1719	154	154	136	138	175	188	288	290	229	229	216	216	169	177	243	251	220	224	M1113	2014	NA	NA	NA	NA	M1113	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2259	154	154	136	136	175	186	265	288	229	237	220	220	169	169	238	255	216	220	M809	2014	NA	NA	NA	NA	NA	NA	M809	2	NA	NA	NA	NA	NA	NA	NA	NA
3682	154	154	0	0	175	175	268	284	229	229	216	216	169	169	0	0	212	220	M831	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M831	1
3180	154	154	136	136	186	188	0	0	237	237	210	214	169	177	243	251	212	220	M1079	2015	NA	NA	NA	NA	NA	NA	NA	NA	M1079	1	NA	NA	NA	NA	NA	NA
2053	156	156	136	136	175	188	268	268	231	237	211	220	0	0	251	255	216	232	M244	2014	NA	NA	NA	NA	NA	NA	M244	1	NA	NA	NA	NA	NA	NA	NA	NA
657	154	154	136	142	177	186	284	288	235	237	210	216	169	173	247	255	224	224	M1551	2013	M1551	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1551	1
30	154	154	134	136	184	186	268	290	229	241	211	216	169	181	238	255	216	224	M1979	2016	M1979	2	M1979	1	M1979	9	M1979	1	M1979	1	M1979	1	M1979	3	M1979	5
3073	154	154	136	136	184	186	0	0	229	229	216	216	169	181	0	0	212	212	M1979	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1979	1	NA	NA	NA	NA
119	131	154	136	138	188	188	288	288	229	229	218	220	169	169	251	251	216	224	M831	2013	M831	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
112	131	154	134	136	183	188	268	290	233	241	218	220	169	173	247	259	212	224	M831	2013	M831	9	NA	NA	NA	NA	NA	NA	M831	2	NA	NA	NA	NA	NA	NA
3267	154	154	138	138	177	186	0	0	228	231	216	216	165	169	255	255	224	224	M831	2015	NA	NA	NA	NA	NA	NA	NA	NA	M831	1	NA	NA	NA	NA	NA	NA
2946	131	154	136	136	175	175	0	0	231	237	218	218	169	169	251	255	220	224	M813	2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M813	1	NA	NA	NA	NA
1075	154	154	136	146	186	188	286	288	229	233	216	220	169	169	234	255	216	224	M1975	2014	M1975	1	NA	NA	M1975	1	NA	NA	M1975	1	NA	NA	M1975	2	NA	NA
756	131	154	134	142	175	175	284	288	231	233	211	220	169	173	251	251	216	228	M1106	2015	M1106	1	M1106	1	NA	NA	NA	NA	NA	NA	M1106	1	NA	NA	M1106	1
1360	154	154	136	136	175	184	268	284	231	239	211	216	169	169	251	255	216	224	M809	2016	NA	NA	M809	1	NA	NA	M809	1	NA	NA	NA	NA	M809	1	NA	NA
1571	154	154	136	136	175	186	268	284	235	239	210	216	169	169	251	251	212	220	M1079	2013	M1079	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
619	154	154	136	136	175	186	268	288	228	233	216	216	173	173	247	259	216	220	M1551	2013	M1551	5	NA	NA	NA	NA	M1551	1	NA	NA	NA	NA	NA	NA	NA	NA
739	154	154	0	0	188	188	268	286	237	239	216	216	169	177	247	255	220	224	M1106	2013	M1106	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
873	131	154	136	136	177	186	268	288	228	237	216	220	169	169	255	259	212	220	M1113	2013	M1113	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
856	131	131	0	0	175	188	0	0	233	235	216	216	169	169	263	263	216	216	M244	2013	NA	NA	M244	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1934	154	154	136	142	175	177	288	290	237	241	216	220	169	173	247	255	220	228	M831	2015	NA	NA	NA	NA	M831	4	NA	NA	M831	3	M831	1	NA	NA	NA	NA
3744	131	154	136	136	183	183	268	268	228	229	0	0	0	0	247	247	216	216	M1112	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M1112	1	NA	NA
1698	154	154	136	142	175	175	268	288	231	233	216	220	169	169	255	263	224	228	M813	2015	NA	NA	NA	NA	M813	1	M813	2	NA	NA	M813	5	NA	NA	NA	NA
730	154	154	0	0	177	184	0	0	241	241	211	211	169	169	243	255	216	216	M244	2013	NA	NA	M244	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
816	154	154	125	136	186	188	288	290	233	235	211	228	169	173	243	247	216	220	PP1	2013	NA	NA	PP1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3235	154	154	136	136	186	188	268	288	228	233	216	216	173	173	247	251	220	228	M831	2016	NA	NA	NA	NA	NA	NA	NA	NA	M831	2	NA	NA	M831	1	NA	NA
1675	154	154	136	136	177	190	265	290	231	241	211	218	173	177	234	251	216	224	PP3	2014	NA	NA	NA	NA	PP3	2	NA	NA	PP3	3	NA	NA	NA	NA	NA	NA
427	154	154	136	136	186	186	265	265	0	0	216	216	169	169	243	243	216	224	M813	2013	NA	NA	M813	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
183	154	154	134	136	177	186	268	288	233	235	216	220	169	169	251	255	220	224	M831	2014	NA	NA	M831	3	M831	1	NA	NA	NA	NA	NA	NA	M831	2	NA	NA
2220	154	154	136	136	186	186	268	268	239	239	216	220	169	169	0	0	220	220	M1975	2014	NA	NA	NA	NA	NA	NA	M1975	1	NA	NA	NA	NA	NA	NA	NA	NA
611	154	154	136	146	186	188	265	268	235	237	211	220	169	169	247	259	224	224	M1551	2013	M1551	7	M1551	1	M1551	1	NA	NA	M1551	1	NA	NA	NA	NA	NA	NA
1449	154	154	136	136	175	186	268	284	229	231	216	220	169	169	255	263	212	212	M399	2013	M399	1	NA	NA	NA	NA	NA	NA	M399	1	M399	43	NA	NA	NA	NA
2208	154	154	0	0	177	186	290	290	228	228	216	216	0	0	247	251	216	220	M811	2014	NA	NA	NA	NA	NA	NA	M811	1	NA	NA	NA	NA	NA	NA	NA	NA
1970	154	154	138	138	175	186	268	284	233	241	0	0	0	0	251	255	220	228	M831	2014	NA	NA	NA	NA	NA	NA	M831	2	NA	NA	NA	NA	NA	NA	NA	NA
3676	154	154	136	136	186	186	0	0	233	235	216	216	165	173	247	247	216	224	M813	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M813	1	NA	NA
