idind	idcol	CXSGT	M1079	M1102	M1106	M1112	M1113	M1551	M1975	M1979	M244	M809	M811	M813	M815	M831	PP1	PP3	run	col_origin	proba_col_origin	col_inferred	natal_disperser	proba_bin	proba_rank
1793	M811	0.046	0.055	0.045	0.065	0.058	0.045	0.064	0.034	0.054	0.066	0.077	0.043	0.064	0.054	0.067	0.076	0.088	2	PP3	0.088	PP3	TRUE	p < 0.1	1
2356	CXSGT	0.037	0.038	0.052	0.05	0.061	0.074	0.08	0.065	0.047	0.063	0.066	0.106	0.058	0.053	0.056	0.049	0.046	2	M811	0.106	M811	TRUE	0.1 < p < 0.25	1
3259	M831	0.031	0.077	0.056	0.056	0.057	0.077	0.051	0.07	0.054	0.044	0.065	0.048	0.059	0.057	0.071	0.068	0.057	2	M1079	0.077	M1079	TRUE	p < 0.1	1
1925	M831	0.079	0.058	0.043	0.064	0.047	0.056	0.051	0.076	0.069	0.038	0.061	0.056	0.049	0.109	0.044	0.051	0.049	2	M815	0.109	M815	TRUE	0.1 < p < 0.25	1
681	M1551	0.031	0.041	0.07	0.07	0.058	0.087	0.056	0.039	0.033	0.09	0.065	0.054	0.058	0.048	0.068	0.067	0.066	2	M244	0.09	M244	TRUE	p < 0.1	1
2607	M1106	0.029	0.055	0.044	0.086	0.054	0.056	0.067	0.04	0.056	0.079	0.084	0.055	0.067	0.044	0.062	0.044	0.077	2	M1106	0.086	M1106	FALSE	p < 0.1	1
748	M1106	0.109	0.078	0.042	0.06	0.054	0.043	0.049	0.054	0.046	0.059	0.052	0.049	0.055	0.086	0.047	0.064	0.052	2	CXSGT	0.109	CXSGT	TRUE	0.1 < p < 0.25	1
3170	M1102	0.044	0.058	0.051	0.071	0.047	0.056	0.062	0.078	0.078	0.05	0.055	0.058	0.051	0.055	0.083	0.041	0.062	2	M831	0.083	M831	TRUE	p < 0.1	1
302	M831	0.109	0.054	0.05	0.041	0.058	0.054	0.058	0.048	0.036	0.059	0.069	0.054	0.065	0.108	0.057	0.044	0.036	2	CXSGT	0.109	CXSGT	TRUE	0.1 < p < 0.25	1
592	M244	0.029	0.037	0.053	0.095	0.052	0.061	0.05	0.038	0.035	0.091	0.075	0.052	0.1	0.048	0.052	0.063	0.069	2	M813	0.1	M813	TRUE	0.1 < p < 0.25	1
775	M815	0.047	0.049	0.068	0.043	0.063	0.075	0.069	0.033	0.048	0.057	0.071	0.066	0.059	0.079	0.082	0.05	0.042	2	M831	0.082	M831	TRUE	p < 0.1	1
3203	M1102	0.061	0.042	0.055	0.049	0.06	0.058	0.058	0.05	0.087	0.058	0.06	0.062	0.051	0.053	0.083	0.064	0.049	2	M1979	0.087	M1979	TRUE	p < 0.1	1
1857	M1079	0.029	0.058	0.04	0.089	0.06	0.036	0.058	0.059	0.074	0.072	0.056	0.058	0.061	0.043	0.054	0.049	0.106	2	PP3	0.106	PP3	TRUE	0.1 < p < 0.25	1
2338	M244	0.036	0.198	0.042	0.056	0.049	0.041	0.05	0.032	0.028	0.058	0.058	0.046	0.049	0.066	0.056	0.038	0.099	2	M1079	0.198	M1079	TRUE	0.1 < p < 0.25	1
1924	M831	0.05	0.076	0.06	0.071	0.051	0.054	0.068	0.052	0.049	0.086	0.055	0.047	0.048	0.05	0.067	0.052	0.063	2	M244	0.086	M244	TRUE	p < 0.1	1
3507	M831	0.05	0.068	0.072	0.067	0.06	0.054	0.053	0.041	0.06	0.051	0.055	0.05	0.053	0.058	0.093	0.063	0.054	2	M831	0.093	M831	FALSE	p < 0.1	1
501	M244	0.035	0.059	0.076	0.079	0.053	0.043	0.067	0.043	0.033	0.08	0.048	0.045	0.045	0.058	0.096	0.066	0.073	2	M831	0.096	M831	TRUE	p < 0.1	1
2999	M244	0.053	0.049	0.059	0.047	0.067	0.06	0.07	0.039	0.04	0.111	0.061	0.056	0.052	0.061	0.075	0.051	0.048	2	M244	0.111	M244	FALSE	0.1 < p < 0.25	1
3833	M1113	0.049	0.057	0.049	0.08	0.042	0.094	0.054	0.029	0.031	0.04	0.073	0.058	0.065	0.092	0.051	0.079	0.057	2	M1113	0.094	M1113	FALSE	p < 0.1	1
3268	M831	0.05	0.057	0.049	0.047	0.064	0.057	0.064	0.052	0.039	0.085	0.061	0.054	0.063	0.063	0.078	0.049	0.066	2	M244	0.085	M244	TRUE	p < 0.1	1
2136	M831	0.032	0.035	0.063	0.064	0.093	0.049	0.074	0.04	0.033	0.078	0.058	0.058	0.059	0.042	0.118	0.053	0.05	2	M831	0.118	M831	FALSE	0.1 < p < 0.25	1
3803	M815	0.056	0.097	0.052	0.053	0.052	0.055	0.052	0.053	0.064	0.042	0.051	0.056	0.05	0.09	0.058	0.053	0.066	2	M1079	0.097	M1079	TRUE	p < 0.1	1
127	M831	0.069	0.052	0.043	0.051	0.066	0.062	0.054	0.033	0.119	0.05	0.061	0.048	0.048	0.047	0.061	0.08	0.054	2	M1979	0.119	M1979	TRUE	0.1 < p < 0.25	1
3315	M1975	0.043	0.036	0.047	0.052	0.053	0.062	0.051	0.125	0.126	0.048	0.055	0.055	0.051	0.066	0.041	0.048	0.04	2	M1979	0.126	M1979	TRUE	0.1 < p < 0.25	1
3333	M813	0.039	0.023	0.07	0.05	0.072	0.056	0.066	0.037	0.073	0.043	0.051	0.08	0.065	0.053	0.122	0.059	0.043	2	M831	0.122	M831	TRUE	0.1 < p < 0.25	1
1939	M831	0.058	0.039	0.051	0.053	0.079	0.052	0.079	0.056	0.045	0.071	0.064	0.067	0.052	0.058	0.089	0.048	0.039	2	M831	0.089	M831	FALSE	p < 0.1	1
181	M831	0.042	0.054	0.077	0.043	0.048	0.076	0.058	0.046	0.075	0.052	0.069	0.054	0.057	0.065	0.079	0.057	0.046	2	M831	0.079	M831	FALSE	p < 0.1	1
3567	M1106	0.047	0.04	0.056	0.072	0.083	0.076	0.053	0.044	0.051	0.039	0.074	0.052	0.063	0.053	0.062	0.071	0.063	2	M1112	0.083	M1112	TRUE	p < 0.1	1
3611	M244	0.038	0.08	0.068	0.038	0.043	0.036	0.062	0.048	0.063	0.067	0.052	0.044	0.051	0.06	0.057	0.038	0.153	2	PP3	0.153	PP3	TRUE	0.1 < p < 0.25	1
1645	M831	0.045	0.046	0.041	0.043	0.088	0.056	0.073	0.038	0.046	0.107	0.057	0.085	0.049	0.061	0.064	0.048	0.052	2	M244	0.107	M244	TRUE	0.1 < p < 0.25	1
2143	M831	0.068	0.042	0.058	0.044	0.064	0.073	0.07	0.056	0.037	0.101	0.063	0.052	0.058	0.052	0.076	0.045	0.039	2	M244	0.101	M244	TRUE	0.1 < p < 0.25	1
92	M831	0.05	0.053	0.076	0.053	0.048	0.046	0.058	0.046	0.042	0.108	0.049	0.042	0.076	0.049	0.111	0.048	0.043	2	M831	0.111	M831	FALSE	0.1 < p < 0.25	1
1393	PP1	0.099	0.044	0.059	0.073	0.053	0.043	0.057	0.036	0.048	0.048	0.045	0.049	0.052	0.053	0.114	0.07	0.057	2	M831	0.114	M831	TRUE	0.1 < p < 0.25	1
1888	M809	0.046	0.031	0.068	0.077	0.06	0.057	0.057	0.053	0.062	0.044	0.039	0.047	0.058	0.041	0.105	0.095	0.062	2	M831	0.105	M831	TRUE	0.1 < p < 0.25	1
1885	M809	0.073	0.049	0.046	0.047	0.061	0.076	0.059	0.057	0.037	0.072	0.062	0.06	0.056	0.086	0.052	0.064	0.045	2	M815	0.086	M815	TRUE	p < 0.1	1
197	M831	0.029	0.027	0.055	0.067	0.049	0.055	0.078	0.037	0.051	0.102	0.07	0.059	0.064	0.044	0.094	0.056	0.062	2	M244	0.102	M244	TRUE	0.1 < p < 0.25	1
861	M1102	0.075	0.079	0.092	0.051	0.044	0.066	0.062	0.053	0.031	0.045	0.049	0.067	0.054	0.085	0.062	0.044	0.043	2	M1102	0.092	M1102	FALSE	p < 0.1	1
2174	M1112	0.042	0.052	0.061	0.061	0.061	0.056	0.064	0.039	0.046	0.112	0.059	0.056	0.071	0.058	0.066	0.044	0.054	2	M244	0.112	M244	TRUE	0.1 < p < 0.25	1
3016	M244	0.035	0.041	0.073	0.072	0.045	0.045	0.065	0.041	0.032	0.098	0.055	0.057	0.051	0.058	0.065	0.068	0.1	2	PP3	0.1	PP3	TRUE	0.1 < p < 0.25	1
3498	M831	0.054	0.084	0.074	0.048	0.052	0.044	0.074	0.035	0.033	0.063	0.053	0.054	0.051	0.05	0.06	0.047	0.125	2	PP3	0.125	PP3	TRUE	0.1 < p < 0.25	1
2382	M815	0.041	0.041	0.064	0.048	0.059	0.074	0.052	0.057	0.073	0.036	0.081	0.077	0.064	0.082	0.052	0.05	0.048	2	M815	0.082	M815	FALSE	p < 0.1	1
291	M831	0.054	0.047	0.055	0.051	0.056	0.064	0.067	0.05	0.038	0.046	0.076	0.061	0.068	0.085	0.069	0.062	0.051	2	M815	0.085	M815	TRUE	p < 0.1	1
1461	M1079	0.07	0.138	0.061	0.047	0.045	0.047	0.051	0.076	0.065	0.076	0.048	0.047	0.047	0.048	0.047	0.042	0.047	2	M1079	0.138	M1079	FALSE	0.1 < p < 0.25	1
3572	M1975	0.03	0.034	0.033	0.049	0.065	0.04	0.062	0.072	0.185	0.034	0.092	0.078	0.065	0.035	0.05	0.027	0.046	2	M1979	0.185	M1979	TRUE	0.1 < p < 0.25	1
2751	M244	0.028	0.029	0.067	0.063	0.055	0.056	0.089	0.058	0.04	0.137	0.059	0.048	0.05	0.053	0.071	0.043	0.054	2	M244	0.137	M244	FALSE	0.1 < p < 0.25	1
3256	M831	0.053	0.044	0.059	0.069	0.06	0.051	0.067	0.033	0.047	0.106	0.061	0.059	0.066	0.056	0.059	0.049	0.06	2	M244	0.106	M244	TRUE	0.1 < p < 0.25	1
2390	M1551	0.028	0.041	0.079	0.078	0.049	0.074	0.069	0.026	0.025	0.054	0.061	0.073	0.056	0.072	0.065	0.043	0.105	2	PP3	0.105	PP3	TRUE	0.1 < p < 0.25	1
245	M831	0.058	0.061	0.075	0.034	0.064	0.066	0.058	0.045	0.089	0.04	0.059	0.053	0.074	0.077	0.051	0.051	0.043	2	M1979	0.089	M1979	TRUE	p < 0.1	1
1689	M813	0.039	0.062	0.054	0.071	0.048	0.076	0.048	0.04	0.056	0.043	0.069	0.051	0.056	0.054	0.053	0.115	0.064	2	PP1	0.115	PP1	TRUE	0.1 < p < 0.25	1
2744	M244	0.032	0.055	0.058	0.058	0.043	0.062	0.085	0.046	0.042	0.088	0.065	0.055	0.051	0.051	0.085	0.057	0.067	2	M244	0.088	M244	FALSE	p < 0.1	1
143	M831	0.049	0.042	0.07	0.051	0.053	0.048	0.047	0.052	0.118	0.033	0.064	0.069	0.073	0.052	0.064	0.062	0.053	2	M1979	0.118	M1979	TRUE	0.1 < p < 0.25	1
3282	M831	0.07	0.09	0.144	0.036	0.037	0.034	0.047	0.08	0.069	0.033	0.044	0.035	0.056	0.038	0.043	0.041	0.105	2	M1102	0.144	M1102	TRUE	0.1 < p < 0.25	1
1677	PP3	0.048	0.097	0.045	0.084	0.073	0.04	0.065	0.054	0.046	0.041	0.049	0.054	0.063	0.037	0.051	0.046	0.106	2	PP3	0.106	PP3	FALSE	0.1 < p < 0.25	1
1773	M1106	0.04	0.05	0.046	0.099	0.058	0.056	0.058	0.027	0.028	0.047	0.069	0.05	0.058	0.069	0.07	0.061	0.114	2	PP3	0.114	PP3	TRUE	0.1 < p < 0.25	1
1687	M813	0.052	0.052	0.052	0.067	0.044	0.06	0.064	0.069	0.041	0.068	0.075	0.05	0.06	0.049	0.079	0.062	0.055	2	M831	0.079	M831	TRUE	p < 0.1	1
3880	M809	0.048	0.06	0.056	0.041	0.056	0.1	0.052	0.038	0.064	0.04	0.066	0.09	0.057	0.071	0.044	0.066	0.051	2	M1113	0.1	M1113	TRUE	0.1 < p < 0.25	1
384	M811	0.025	0.027	0.094	0.049	0.071	0.092	0.074	0.042	0.054	0.05	0.06	0.067	0.07	0.04	0.075	0.053	0.056	2	M1102	0.094	M1102	TRUE	p < 0.1	1
1805	M1975	0.096	0.092	0.05	0.041	0.039	0.047	0.042	0.136	0.107	0.045	0.046	0.039	0.045	0.041	0.042	0.049	0.043	2	M1975	0.136	M1975	FALSE	0.1 < p < 0.25	1
407	M1102	0.033	0.03	0.077	0.053	0.059	0.073	0.066	0.038	0.042	0.103	0.069	0.063	0.071	0.041	0.082	0.055	0.045	2	M244	0.103	M244	TRUE	0.1 < p < 0.25	1
306	M831	0.051	0.056	0.051	0.118	0.055	0.048	0.062	0.04	0.039	0.038	0.052	0.042	0.054	0.056	0.057	0.056	0.124	2	PP3	0.124	PP3	TRUE	0.1 < p < 0.25	1
1084	M1975	0.028	0.033	0.036	0.046	0.039	0.038	0.046	0.322	0.123	0.036	0.037	0.038	0.034	0.033	0.038	0.039	0.036	2	M1975	0.322	M1975	FALSE	0.25 < p < 0.5	1
2147	M831	0.034	0.042	0.065	0.084	0.045	0.039	0.073	0.034	0.037	0.076	0.04	0.045	0.05	0.051	0.155	0.046	0.082	2	M831	0.155	M831	FALSE	0.1 < p < 0.25	1
1612	M831	0.065	0.057	0.089	0.056	0.052	0.056	0.06	0.047	0.053	0.074	0.05	0.046	0.055	0.058	0.076	0.053	0.053	2	M1102	0.089	M1102	TRUE	p < 0.1	1
779	M815	0.061	0.07	0.047	0.077	0.061	0.047	0.057	0.052	0.042	0.073	0.062	0.071	0.05	0.069	0.055	0.05	0.056	2	M1106	0.077	M1106	TRUE	p < 0.1	1
696	M1106	0.021	0.022	0.045	0.159	0.044	0.054	0.047	0.037	0.023	0.036	0.046	0.054	0.058	0.053	0.029	0.133	0.142	2	M1106	0.159	M1106	FALSE	0.1 < p < 0.25	1
415	M1102	0.049	0.052	0.085	0.077	0.071	0.035	0.072	0.046	0.036	0.046	0.038	0.055	0.046	0.037	0.094	0.069	0.092	2	M831	0.094	M831	TRUE	p < 0.1	1
2586	M1979	0.06	0.116	0.098	0.055	0.041	0.053	0.088	0.059	0.037	0.054	0.051	0.053	0.046	0.039	0.071	0.031	0.048	2	M1079	0.116	M1079	TRUE	0.1 < p < 0.25	1
662	M831	0.05	0.069	0.055	0.055	0.053	0.07	0.072	0.042	0.038	0.058	0.069	0.056	0.058	0.064	0.085	0.059	0.048	2	M831	0.085	M831	FALSE	p < 0.1	1
3251	M831	0.035	0.035	0.061	0.056	0.055	0.047	0.06	0.062	0.12	0.051	0.046	0.048	0.048	0.041	0.125	0.054	0.057	2	M831	0.125	M831	FALSE	0.1 < p < 0.25	1
926	M813	0.044	0.071	0.038	0.073	0.055	0.09	0.05	0.027	0.027	0.045	0.083	0.072	0.062	0.073	0.049	0.074	0.068	2	M1113	0.09	M1113	TRUE	p < 0.1	1
3456	M1113	0.047	0.057	0.076	0.044	0.053	0.074	0.063	0.06	0.05	0.059	0.058	0.064	0.062	0.067	0.065	0.057	0.047	2	M1102	0.076	M1102	TRUE	p < 0.1	1
844	PP1	0.043	0.047	0.101	0.055	0.052	0.074	0.067	0.036	0.036	0.072	0.067	0.054	0.087	0.05	0.066	0.049	0.044	2	M1102	0.101	M1102	TRUE	0.1 < p < 0.25	1
1649	M831	0.091	0.082	0.056	0.049	0.06	0.039	0.072	0.036	0.036	0.071	0.05	0.053	0.044	0.054	0.083	0.068	0.056	2	CXSGT	0.091	CXSGT	TRUE	p < 0.1	1
3420	M1979	0.057	0.043	0.046	0.029	0.033	0.032	0.033	0.14	0.327	0.025	0.029	0.03	0.036	0.031	0.037	0.038	0.033	2	M1979	0.327	M1979	FALSE	0.25 < p < 0.5	1
93	M831	0.032	0.03	0.065	0.055	0.057	0.041	0.059	0.032	0.034	0.101	0.049	0.05	0.072	0.044	0.172	0.062	0.043	2	M831	0.172	M831	FALSE	0.1 < p < 0.25	1
1850	M1102	0.072	0.122	0.04	0.053	0.05	0.054	0.072	0.024	0.041	0.063	0.079	0.047	0.058	0.054	0.068	0.058	0.047	2	M1079	0.122	M1079	TRUE	0.1 < p < 0.25	1
1078	M1975	0.053	0.069	0.045	0.036	0.051	0.055	0.042	0.149	0.145	0.038	0.056	0.043	0.054	0.045	0.042	0.037	0.041	2	M1975	0.149	M1975	FALSE	0.1 < p < 0.25	1
572	M244	0.036	0.047	0.056	0.103	0.048	0.059	0.061	0.053	0.043	0.054	0.083	0.065	0.066	0.042	0.059	0.053	0.072	2	M1106	0.103	M1106	TRUE	0.1 < p < 0.25	1
3158	M815	0.051	0.043	0.048	0.067	0.049	0.062	0.057	0.085	0.051	0.048	0.068	0.052	0.057	0.087	0.056	0.06	0.057	2	M815	0.087	M815	FALSE	p < 0.1	1
153	M831	0.055	0.035	0.057	0.053	0.054	0.064	0.083	0.061	0.049	0.079	0.081	0.047	0.071	0.049	0.065	0.048	0.048	2	M1551	0.083	M1551	TRUE	p < 0.1	1
2449	PP3	0.045	0.048	0.058	0.107	0.071	0.047	0.049	0.044	0.033	0.04	0.046	0.047	0.062	0.063	0.048	0.07	0.121	2	PP3	0.121	PP3	FALSE	0.1 < p < 0.25	1
702	M1106	0.045	0.04	0.052	0.078	0.081	0.053	0.052	0.043	0.059	0.048	0.043	0.063	0.074	0.074	0.031	0.056	0.106	2	PP3	0.106	PP3	TRUE	0.1 < p < 0.25	1
745	M1106	0.028	0.027	0.05	0.111	0.058	0.064	0.056	0.116	0.036	0.044	0.054	0.06	0.062	0.069	0.053	0.045	0.068	2	M1975	0.116	M1975	TRUE	0.1 < p < 0.25	1
1107	M1975	0.041	0.037	0.042	0.053	0.052	0.048	0.047	0.17	0.151	0.045	0.045	0.04	0.043	0.043	0.051	0.045	0.047	2	M1975	0.17	M1975	FALSE	0.1 < p < 0.25	1
2739	M244	0.03	0.045	0.063	0.056	0.064	0.063	0.066	0.032	0.032	0.071	0.066	0.058	0.054	0.077	0.071	0.066	0.084	2	PP3	0.084	PP3	TRUE	p < 0.1	1
714	M1106	0.072	0.064	0.06	0.074	0.055	0.057	0.071	0.047	0.027	0.1	0.055	0.067	0.052	0.041	0.064	0.042	0.055	2	M244	0.1	M244	TRUE	0.1 < p < 0.25	1
859	M1102	0.078	0.041	0.052	0.045	0.074	0.04	0.084	0.039	0.046	0.068	0.045	0.044	0.051	0.048	0.069	0.112	0.062	2	PP1	0.112	PP1	TRUE	0.1 < p < 0.25	1
2129	M831	0.028	0.029	0.064	0.044	0.053	0.069	0.082	0.038	0.069	0.076	0.063	0.07	0.053	0.043	0.105	0.06	0.053	2	M831	0.105	M831	FALSE	0.1 < p < 0.25	1
3248	M831	0.054	0.046	0.128	0.043	0.058	0.064	0.059	0.053	0.052	0.046	0.054	0.054	0.061	0.058	0.056	0.041	0.074	2	M1102	0.128	M1102	TRUE	0.1 < p < 0.25	1
221	M831	0.03	0.063	0.049	0.051	0.068	0.047	0.084	0.031	0.025	0.084	0.049	0.142	0.043	0.038	0.112	0.044	0.04	2	M811	0.142	M811	TRUE	0.1 < p < 0.25	1
3470	M1113	0.07	0.052	0.062	0.038	0.064	0.08	0.067	0.037	0.054	0.054	0.07	0.068	0.064	0.068	0.062	0.049	0.039	2	M1113	0.08	M1113	FALSE	p < 0.1	1
119	M831	0.066	0.056	0.05	0.055	0.051	0.078	0.055	0.077	0.081	0.037	0.062	0.057	0.053	0.052	0.047	0.067	0.055	2	M1979	0.081	M1979	TRUE	p < 0.1	1
112	M831	0.035	0.032	0.048	0.058	0.06	0.052	0.051	0.063	0.1	0.052	0.063	0.052	0.088	0.058	0.077	0.052	0.057	2	M1979	0.1	M1979	TRUE	0.1 < p < 0.25	1
756	M1106	0.048	0.04	0.086	0.06	0.044	0.062	0.083	0.037	0.034	0.069	0.055	0.053	0.067	0.057	0.097	0.06	0.047	2	M831	0.097	M831	TRUE	p < 0.1	1
873	M1113	0.04	0.049	0.065	0.038	0.059	0.062	0.05	0.084	0.125	0.044	0.06	0.056	0.056	0.053	0.066	0.05	0.043	2	M1979	0.125	M1979	TRUE	0.1 < p < 0.25	1
3744	M1112	0.045	0.072	0.062	0.053	0.063	0.055	0.061	0.039	0.064	0.092	0.046	0.071	0.069	0.061	0.053	0.039	0.056	2	M244	0.092	M244	TRUE	p < 0.1	1
3014	M244	0.045	0.089	0.044	0.047	0.047	0.051	0.053	0.059	0.033	0.162	0.043	0.085	0.046	0.049	0.055	0.048	0.045	2	M244	0.162	M244	FALSE	0.1 < p < 0.25	1
3854	M1551	0.064	0.046	0.047	0.074	0.055	0.06	0.066	0.047	0.051	0.045	0.08	0.059	0.075	0.075	0.061	0.049	0.048	2	M809	0.08	M809	TRUE	p < 0.1	1
3367	M813	0.059	0.053	0.051	0.059	0.051	0.057	0.059	0.042	0.054	0.068	0.07	0.045	0.062	0.053	0.054	0.052	0.111	2	PP3	0.111	PP3	TRUE	0.1 < p < 0.25	1
2377	M815	0.03	0.033	0.062	0.083	0.076	0.048	0.079	0.025	0.031	0.052	0.066	0.061	0.083	0.067	0.061	0.075	0.069	2	M1106	0.083	M1106	TRUE	p < 0.1	1
121	PP1	0.059	0.071	0.075	0.051	0.049	0.066	0.072	0.036	0.039	0.051	0.061	0.056	0.06	0.052	0.067	0.061	0.074	2	M1102	0.075	M1102	TRUE	p < 0.1	1
217	M831	0.024	0.034	0.06	0.048	0.054	0.044	0.074	0.037	0.032	0.153	0.06	0.058	0.048	0.036	0.139	0.044	0.056	2	M244	0.153	M244	TRUE	0.1 < p < 0.25	1
1559	M1079	0.067	0.05	0.057	0.042	0.061	0.057	0.069	0.057	0.049	0.063	0.095	0.055	0.079	0.063	0.046	0.045	0.043	2	M809	0.095	M809	TRUE	p < 0.1	1
2126	M831	0.042	0.045	0.054	0.052	0.064	0.058	0.095	0.033	0.026	0.091	0.061	0.071	0.053	0.054	0.111	0.049	0.042	2	M831	0.111	M831	FALSE	0.1 < p < 0.25	1
3245	M831	0.046	0.047	0.057	0.073	0.061	0.087	0.052	0.058	0.059	0.048	0.076	0.061	0.058	0.052	0.054	0.059	0.051	2	M1113	0.087	M1113	TRUE	p < 0.1	1
3836	M1102	0.041	0.043	0.076	0.07	0.062	0.057	0.072	0.036	0.033	0.075	0.06	0.058	0.055	0.049	0.102	0.051	0.059	2	M831	0.102	M831	TRUE	0.1 < p < 0.25	1
232	M831	0.04	0.051	0.063	0.063	0.055	0.059	0.05	0.035	0.062	0.052	0.06	0.067	0.055	0.091	0.074	0.06	0.065	2	M815	0.091	M815	TRUE	p < 0.1	1
3600	M244	0.025	0.029	0.065	0.04	0.044	0.071	0.046	0.025	0.041	0.052	0.059	0.193	0.07	0.053	0.037	0.069	0.079	2	M811	0.193	M811	TRUE	0.1 < p < 0.25	1
1035	M809	0.02	0.023	0.068	0.053	0.068	0.064	0.077	0.042	0.05	0.062	0.089	0.067	0.083	0.066	0.055	0.055	0.059	2	M809	0.089	M809	FALSE	p < 0.1	1
2476	M809	0.092	0.087	0.051	0.059	0.054	0.076	0.052	0.046	0.063	0.04	0.065	0.041	0.057	0.048	0.057	0.062	0.05	2	CXSGT	0.092	CXSGT	TRUE	p < 0.1	1
1785	M811	0.043	0.036	0.063	0.053	0.095	0.066	0.097	0.05	0.033	0.056	0.057	0.075	0.06	0.052	0.073	0.041	0.048	2	M1551	0.097	M1551	TRUE	p < 0.1	1
898	M813	0.052	0.041	0.044	0.049	0.046	0.059	0.056	0.111	0.119	0.05	0.074	0.053	0.07	0.037	0.049	0.045	0.047	2	M1979	0.119	M1979	TRUE	0.1 < p < 0.25	1
3224	M831	0.029	0.055	0.056	0.056	0.067	0.058	0.07	0.042	0.055	0.052	0.068	0.051	0.106	0.055	0.048	0.06	0.071	2	M813	0.106	M813	TRUE	0.1 < p < 0.25	1
3193	M1102	0.031	0.114	0.061	0.057	0.049	0.073	0.044	0.035	0.052	0.049	0.064	0.061	0.059	0.054	0.043	0.067	0.088	2	M1079	0.114	M1079	TRUE	0.1 < p < 0.25	1
481	M244	0.07	0.238	0.045	0.052	0.037	0.037	0.045	0.044	0.035	0.08	0.043	0.042	0.041	0.041	0.045	0.053	0.052	2	M1079	0.238	M1079	TRUE	0.1 < p < 0.25	1
3279	M831	0.09	0.048	0.059	0.055	0.062	0.043	0.06	0.037	0.064	0.08	0.052	0.051	0.057	0.067	0.075	0.051	0.049	2	CXSGT	0.09	CXSGT	TRUE	p < 0.1	1
96	M831	0.052	0.102	0.105	0.052	0.053	0.044	0.085	0.035	0.034	0.048	0.042	0.053	0.045	0.042	0.114	0.048	0.046	2	M831	0.114	M831	FALSE	0.1 < p < 0.25	1
1765	M1106	0.045	0.075	0.06	0.046	0.064	0.061	0.054	0.023	0.03	0.041	0.058	0.106	0.082	0.088	0.063	0.05	0.053	2	M811	0.106	M811	TRUE	0.1 < p < 0.25	1
2759	M244	0.033	0.092	0.075	0.038	0.054	0.082	0.044	0.054	0.103	0.047	0.056	0.05	0.058	0.053	0.056	0.057	0.049	2	M1979	0.103	M1979	TRUE	0.1 < p < 0.25	1
1491	M1079	0.103	0.137	0.06	0.055	0.046	0.038	0.046	0.063	0.051	0.044	0.042	0.039	0.049	0.045	0.064	0.064	0.053	2	M1079	0.137	M1079	FALSE	0.1 < p < 0.25	1
3868	M1102	0.073	0.085	0.074	0.046	0.048	0.045	0.069	0.04	0.049	0.061	0.058	0.048	0.054	0.066	0.073	0.055	0.056	2	M1079	0.085	M1079	TRUE	p < 0.1	1
3576	M1975	0.038	0.044	0.058	0.053	0.061	0.105	0.059	0.038	0.055	0.045	0.059	0.084	0.065	0.071	0.062	0.05	0.055	2	M1113	0.105	M1113	TRUE	0.1 < p < 0.25	1
3278	M831	0.049	0.09	0.059	0.069	0.055	0.063	0.059	0.044	0.033	0.072	0.065	0.052	0.054	0.056	0.07	0.052	0.056	2	M1079	0.09	M1079	TRUE	p < 0.1	1
2460	M809	0.04	0.027	0.134	0.046	0.053	0.053	0.064	0.036	0.04	0.039	0.072	0.06	0.067	0.065	0.086	0.039	0.079	2	M1102	0.134	M1102	TRUE	0.1 < p < 0.25	1
3213	M831	0.022	0.04	0.049	0.038	0.031	0.04	0.038	0.303	0.136	0.036	0.042	0.031	0.04	0.033	0.045	0.04	0.039	2	M1975	0.303	M1975	TRUE	0.25 < p < 0.5	1
1767	M811	0.051	0.048	0.057	0.084	0.059	0.062	0.057	0.031	0.028	0.062	0.081	0.06	0.073	0.075	0.069	0.043	0.059	2	M1106	0.084	M1106	TRUE	p < 0.1	1
2000	M813	0.068	0.068	0.046	0.072	0.054	0.074	0.055	0.04	0.035	0.046	0.069	0.05	0.055	0.071	0.048	0.09	0.059	2	PP1	0.09	PP1	TRUE	p < 0.1	1
130	PP1	0.057	0.05	0.048	0.081	0.058	0.059	0.058	0.059	0.066	0.054	0.056	0.046	0.06	0.072	0.06	0.052	0.064	2	M1106	0.081	M1106	TRUE	p < 0.1	1
3261	M831	0.051	0.094	0.051	0.038	0.047	0.05	0.052	0.068	0.143	0.066	0.05	0.046	0.045	0.043	0.054	0.054	0.047	2	M1979	0.143	M1979	TRUE	0.1 < p < 0.25	1
2475	M1975	0.032	0.037	0.03	0.032	0.033	0.034	0.032	0.43	0.083	0.028	0.033	0.029	0.033	0.039	0.032	0.033	0.033	2	M1975	0.43	M1975	FALSE	0.25 < p < 0.5	1
530	M244	0.042	0.044	0.056	0.089	0.039	0.072	0.048	0.036	0.059	0.083	0.073	0.05	0.068	0.049	0.049	0.09	0.053	2	PP1	0.09	PP1	TRUE	p < 0.1	1
560	M244	0.059	0.13	0.083	0.054	0.039	0.048	0.07	0.06	0.065	0.057	0.045	0.044	0.044	0.036	0.076	0.04	0.05	2	M1079	0.13	M1079	TRUE	0.1 < p < 0.25	1
569	M244	0.041	0.033	0.063	0.064	0.06	0.087	0.069	0.03	0.029	0.054	0.082	0.059	0.058	0.081	0.063	0.067	0.06	2	M1113	0.087	M1113	TRUE	p < 0.1	1
