idind	idcol	Thu20	Thu21	Thu22	Thu23	Thu24	Thu25	Thu26	Thu27	Thu28	Thu29	Thu30	Thu31	Thu32	Thu33	Thu34	Thu35	Thu36	Thu37	Thu38	Thu39	run	col_origin	proba_col_origin	col_inferred	natal_disperser	proba_bin	proba_rank
340	Thu39	0.112	0.006	0.035	0.016	0.007	0.063	0.032	0.085	0.005	0.053	0.005	0.006	0.088	0.074	0.024	0.021	0.067	0.096	0.059	0.147	7	Thu39	0.147	Thu39	FALSE	0.1 < p < 0.25	1
341	Thu26	0.077	0.021	0.057	0.017	0.01	0.072	0.047	0.076	0.018	0.032	0.015	0.043	0.068	0.062	0.029	0.017	0.14	0.088	0.035	0.076	7	Thu36	0.14	Thu36	TRUE	0.1 < p < 0.25	1
342	Thu32	0.035	0.028	0.109	0.039	0.018	0.018	0.081	0.028	0.015	0.042	0.027	0.157	0.102	0.023	0.04	0.014	0.081	0.039	0.028	0.077	7	Thu31	0.157	Thu31	TRUE	0.1 < p < 0.25	1
343	Thu37	0.057	0.008	0.066	0.099	0.009	0.015	0.019	0.052	0.008	0.085	0.008	0.009	0.031	0.067	0.013	0.008	0.185	0.05	0.048	0.164	7	Thu36	0.185	Thu36	TRUE	0.1 < p < 0.25	1
344	Thu36	0.102	0.008	0.057	0.037	0.007	0.025	0.07	0.076	0.008	0.049	0.008	0.008	0.036	0.029	0.065	0.031	0.161	0.096	0.037	0.092	7	Thu36	0.161	Thu36	FALSE	0.1 < p < 0.25	1
345	Thu35	0.03	0.01	0.022	0.016	0.008	0.018	0.02	0.02	0.008	0.018	0.008	0.012	0.016	0.017	0.025	0.651	0.021	0.024	0.03	0.024	7	Thu35	0.651	Thu35	FALSE	p > 0.5	1
346	Thu22	0.067	0.008	0.05	0.047	0.007	0.14	0.026	0.056	0.008	0.026	0.007	0.012	0.027	0.114	0.038	0.015	0.132	0.116	0.037	0.066	7	Thu25	0.14	Thu25	TRUE	0.1 < p < 0.25	1
348	Thu33	0.049	0.007	0.087	0.062	0.01	0.03	0.042	0.057	0.005	0.059	0.006	0.008	0.041	0.064	0.065	0.012	0.186	0.063	0.098	0.052	7	Thu36	0.186	Thu36	TRUE	0.1 < p < 0.25	1
349	Thu37	0.04	0.005	0.031	0.045	0.006	0.054	0.014	0.041	0.005	0.032	0.005	0.007	0.032	0.059	0.04	0.296	0.075	0.083	0.073	0.057	7	Thu35	0.296	Thu35	TRUE	0.25 < p < 0.5	1
350	Thu33	0.044	0.031	0.03	0.034	0.014	0.03	0.033	0.033	0.043	0.026	0.028	0.036	0.147	0.051	0.044	0.1	0.126	0.057	0.048	0.046	7	Thu32	0.147	Thu32	TRUE	0.1 < p < 0.25	1
351	Thu36	0.127	0.008	0.056	0.053	0.008	0.025	0.031	0.105	0.008	0.084	0.008	0.008	0.019	0.034	0.045	0.023	0.061	0.065	0.031	0.202	7	Thu39	0.202	Thu39	TRUE	0.1 < p < 0.25	1
357	Thu26	0.062	0.014	0.127	0.051	0.019	0.026	0.102	0.047	0.01	0.076	0.011	0.018	0.039	0.07	0.046	0.008	0.044	0.09	0.091	0.048	7	Thu22	0.127	Thu22	TRUE	0.1 < p < 0.25	1
363	Thu31	0.031	0.031	0.065	0.081	0.018	0.013	0.06	0.03	0.018	0.024	0.02	0.374	0.025	0.039	0.019	0.025	0.021	0.039	0.04	0.029	7	Thu31	0.374	Thu31	FALSE	0.25 < p < 0.5	1
364	Thu22	0.025	0.011	0.12	0.192	0.011	0.023	0.034	0.062	0.01	0.082	0.011	0.029	0.076	0.064	0.027	0.006	0.044	0.071	0.058	0.046	7	Thu23	0.192	Thu23	TRUE	0.1 < p < 0.25	1
365	Thu20	0.029	0.01	0.034	0.057	0.011	0.028	0.021	0.109	0.01	0.052	0.009	0.026	0.194	0.09	0.02	0.026	0.098	0.093	0.048	0.035	7	Thu32	0.194	Thu32	TRUE	0.1 < p < 0.25	1
366	Thu37	0.011	0.004	0.054	0.032	0.009	0.017	0.015	0.062	0.004	0.024	0.004	0.006	0.538	0.041	0.015	0.004	0.088	0.036	0.017	0.021	7	Thu32	0.538	Thu32	TRUE	p > 0.5	1
367	Thu37	0.073	0.011	0.057	0.042	0.016	0.025	0.071	0.069	0.007	0.136	0.011	0.011	0.052	0.066	0.035	0.028	0.067	0.11	0.075	0.037	7	Thu29	0.136	Thu29	TRUE	0.1 < p < 0.25	1
369	Thu32	0.025	0.009	0.031	0.029	0.02	0.055	0.023	0.087	0.009	0.018	0.009	0.016	0.171	0.058	0.188	0.069	0.039	0.084	0.03	0.031	7	Thu34	0.188	Thu34	TRUE	0.1 < p < 0.25	1
370	Thu37	0.02	0.006	0.037	0.072	0.017	0.019	0.025	0.122	0.006	0.023	0.006	0.007	0.115	0.261	0.03	0.006	0.078	0.076	0.037	0.037	7	Thu33	0.261	Thu33	TRUE	0.25 < p < 0.5	1
371	Thu23	0.051	0.008	0.035	0.179	0.018	0.019	0.016	0.1	0.008	0.061	0.008	0.009	0.046	0.193	0.021	0.009	0.049	0.065	0.048	0.058	7	Thu33	0.193	Thu33	TRUE	0.1 < p < 0.25	1
372	Thu37	0.052	0.006	0.066	0.055	0.016	0.023	0.078	0.09	0.006	0.02	0.006	0.012	0.153	0.118	0.039	0.007	0.039	0.101	0.055	0.055	7	Thu32	0.153	Thu32	TRUE	0.1 < p < 0.25	1
374	Thu32	0.017	0.008	0.034	0.058	0.029	0.028	0.017	0.07	0.007	0.021	0.008	0.011	0.24	0.205	0.041	0.007	0.061	0.062	0.051	0.026	7	Thu32	0.24	Thu32	FALSE	0.1 < p < 0.25	1
376	Thu32	0.026	0.006	0.022	0.023	0.033	0.032	0.02	0.135	0.005	0.045	0.005	0.123	0.1	0.073	0.026	0.006	0.026	0.119	0.118	0.059	7	Thu27	0.135	Thu27	TRUE	0.1 < p < 0.25	1
377	Thu26	0.062	0.011	0.159	0.099	0.014	0.034	0.038	0.03	0.01	0.169	0.01	0.009	0.044	0.057	0.084	0.005	0.018	0.078	0.029	0.041	7	Thu29	0.169	Thu29	TRUE	0.1 < p < 0.25	1
378	Thu32	0.035	0.008	0.03	0.029	0.011	0.022	0.032	0.292	0.006	0.058	0.006	0.01	0.077	0.063	0.054	0.007	0.053	0.105	0.043	0.057	7	Thu27	0.292	Thu27	TRUE	0.25 < p < 0.5	1
379	Thu37	0.033	0.008	0.024	0.063	0.016	0.044	0.031	0.065	0.006	0.048	0.007	0.064	0.113	0.088	0.048	0.008	0.056	0.125	0.05	0.103	7	Thu37	0.125	Thu37	FALSE	0.1 < p < 0.25	1
380	Thu37	0.031	0.01	0.024	0.081	0.016	0.037	0.031	0.05	0.01	0.039	0.01	0.076	0.099	0.102	0.039	0.007	0.056	0.127	0.049	0.108	7	Thu37	0.127	Thu37	FALSE	0.1 < p < 0.25	1
382	Thu33	0.018	0.009	0.019	0.023	0.013	0.11	0.014	0.075	0.008	0.021	0.007	0.008	0.217	0.142	0.137	0.005	0.029	0.076	0.028	0.038	7	Thu32	0.217	Thu32	TRUE	0.1 < p < 0.25	1
389	Thu37	0.066	0.011	0.024	0.077	0.018	0.049	0.045	0.051	0.008	0.065	0.009	0.025	0.111	0.091	0.023	0.01	0.02	0.102	0.06	0.136	7	Thu39	0.136	Thu39	TRUE	0.1 < p < 0.25	1
394	Thu37	0.017	0.011	0.024	0.075	0.01	0.017	0.013	0.065	0.011	0.021	0.01	0.012	0.043	0.262	0.018	0.013	0.116	0.125	0.098	0.041	7	Thu33	0.262	Thu33	TRUE	0.25 < p < 0.5	1
395	Thu37	0.042	0.008	0.028	0.094	0.03	0.079	0.02	0.098	0.013	0.068	0.009	0.022	0.091	0.07	0.038	0.007	0.06	0.098	0.067	0.059	7	Thu27	0.098	Thu27	TRUE	p < 0.1	1
396	Thu35	0.055	0.011	0.055	0.077	0.01	0.034	0.039	0.078	0.011	0.05	0.012	0.008	0.048	0.096	0.169	0.009	0.061	0.103	0.04	0.034	7	Thu34	0.169	Thu34	TRUE	0.1 < p < 0.25	1
397	Thu32	0.014	0.013	0.017	0.022	0.013	0.012	0.013	0.058	0.013	0.017	0.012	0.023	0.253	0.181	0.009	0.01	0.156	0.073	0.057	0.035	7	Thu32	0.253	Thu32	FALSE	0.25 < p < 0.5	1
398	Thu39	0.022	0.007	0.029	0.016	0.014	0.019	0.022	0.259	0.005	0.034	0.005	0.01	0.075	0.154	0.026	0.008	0.053	0.089	0.108	0.044	7	Thu27	0.259	Thu27	TRUE	0.25 < p < 0.5	1
402	Thu33	0.035	0.007	0.03	0.031	0.014	0.029	0.034	0.114	0.005	0.036	0.005	0.012	0.081	0.215	0.037	0.015	0.028	0.104	0.11	0.059	7	Thu33	0.215	Thu33	FALSE	0.1 < p < 0.25	1
404	Thu32	0.028	0.006	0.032	0.036	0.011	0.026	0.023	0.216	0.006	0.035	0.006	0.009	0.111	0.117	0.042	0.014	0.068	0.116	0.053	0.043	7	Thu27	0.216	Thu27	TRUE	0.1 < p < 0.25	1
406	Thu33	0.046	0.01	0.023	0.063	0.013	0.054	0.021	0.055	0.008	0.044	0.009	0.013	0.08	0.159	0.023	0.017	0.061	0.144	0.088	0.069	7	Thu33	0.159	Thu33	FALSE	0.1 < p < 0.25	1
407	Thu33	0.033	0.007	0.03	0.089	0.01	0.05	0.02	0.089	0.007	0.033	0.007	0.009	0.141	0.139	0.028	0.007	0.054	0.119	0.064	0.064	7	Thu32	0.141	Thu32	TRUE	0.1 < p < 0.25	1
408	Thu31	0.019	0.158	0.014	0.024	0.021	0.015	0.017	0.028	0.202	0.016	0.097	0.086	0.08	0.064	0.013	0.008	0.031	0.046	0.036	0.024	7	Thu28	0.202	Thu28	TRUE	0.1 < p < 0.25	1
409	Thu33	0.025	0.006	0.021	0.04	0.01	0.024	0.016	0.082	0.005	0.024	0.005	0.008	0.056	0.156	0.04	0.044	0.119	0.188	0.092	0.039	7	Thu37	0.188	Thu37	TRUE	0.1 < p < 0.25	1
412	Thu32	0.023	0.01	0.02	0.019	0.013	0.074	0.016	0.238	0.01	0.021	0.014	0.036	0.188	0.079	0.017	0.019	0.038	0.103	0.024	0.038	7	Thu27	0.238	Thu27	TRUE	0.1 < p < 0.25	1
416	Thu37	0.051	0.011	0.036	0.034	0.011	0.021	0.06	0.121	0.013	0.036	0.016	0.008	0.047	0.072	0.121	0.017	0.055	0.172	0.053	0.046	7	Thu37	0.172	Thu37	FALSE	0.1 < p < 0.25	1
421	Thu23	0.065	0.009	0.284	0.045	0.006	0.029	0.149	0.027	0.01	0.121	0.011	0.008	0.024	0.023	0.035	0.01	0.034	0.037	0.033	0.039	7	Thu22	0.284	Thu22	TRUE	0.25 < p < 0.5	1
422	Thu37	0.048	0.011	0.262	0.084	0.007	0.019	0.05	0.021	0.008	0.165	0.01	0.017	0.024	0.025	0.018	0.014	0.103	0.032	0.057	0.025	7	Thu22	0.262	Thu22	TRUE	0.25 < p < 0.5	1
426	Thu35	0.007	0.007	0.007	0.006	0.005	0.008	0.006	0.008	0.006	0.007	0.005	0.007	0.006	0.007	0.007	0.872	0.007	0.007	0.008	0.007	7	Thu35	0.872	Thu35	FALSE	p > 0.5	1
428	Thu20	0.252	0.01	0.058	0.161	0.006	0.017	0.102	0.015	0.008	0.088	0.01	0.056	0.009	0.013	0.026	0.007	0.013	0.03	0.014	0.106	7	Thu20	0.252	Thu20	FALSE	0.25 < p < 0.5	1
429	Thu37	0.036	0.01	0.082	0.03	0.024	0.062	0.022	0.027	0.014	0.03	0.009	0.022	0.032	0.032	0.04	0.353	0.032	0.055	0.048	0.04	7	Thu35	0.353	Thu35	TRUE	0.25 < p < 0.5	1
430	Thu36	0.027	0.008	0.017	0.023	0.056	0.126	0.033	0.022	0.016	0.021	0.015	0.108	0.146	0.026	0.021	0.008	0.038	0.054	0.042	0.192	7	Thu39	0.192	Thu39	TRUE	0.1 < p < 0.25	1
431	Thu33	0.044	0.007	0.059	0.118	0.006	0.118	0.028	0.029	0.007	0.075	0.007	0.016	0.135	0.051	0.051	0.008	0.062	0.067	0.047	0.065	7	Thu32	0.135	Thu32	TRUE	0.1 < p < 0.25	1
433	Thu37	0.062	0.013	0.099	0.14	0.008	0.033	0.11	0.056	0.011	0.09	0.009	0.025	0.03	0.034	0.045	0.011	0.024	0.048	0.045	0.107	7	Thu23	0.14	Thu23	TRUE	0.1 < p < 0.25	1
435	Thu20	0.057	0.012	0.108	0.062	0.008	0.027	0.053	0.105	0.011	0.099	0.009	0.011	0.048	0.052	0.021	0.008	0.146	0.054	0.038	0.071	7	Thu36	0.146	Thu36	TRUE	0.1 < p < 0.25	1
437	Thu26	0.08	0.011	0.115	0.093	0.008	0.031	0.115	0.074	0.008	0.107	0.007	0.012	0.026	0.051	0.058	0.014	0.041	0.046	0.042	0.06	7	Thu22	0.115	Thu22	TRUE	0.1 < p < 0.25	1
446	Thu37	0.038	0.008	0.102	0.149	0.006	0.023	0.055	0.051	0.009	0.062	0.009	0.015	0.039	0.043	0.037	0.013	0.139	0.081	0.048	0.074	7	Thu23	0.149	Thu23	TRUE	0.1 < p < 0.25	1
449	Thu22	0.064	0.01	0.175	0.09	0.008	0.016	0.091	0.054	0.01	0.065	0.01	0.013	0.072	0.031	0.023	0.015	0.086	0.059	0.037	0.072	7	Thu22	0.175	Thu22	FALSE	0.1 < p < 0.25	1
451	Thu26	0.038	0.008	0.33	0.15	0.007	0.035	0.047	0.038	0.008	0.04	0.01	0.025	0.036	0.033	0.024	0.01	0.067	0.042	0.021	0.033	7	Thu22	0.33	Thu22	TRUE	0.25 < p < 0.5	1
456	Thu26	0.048	0.008	0.385	0.077	0.006	0.02	0.107	0.043	0.007	0.046	0.009	0.018	0.027	0.018	0.041	0.01	0.042	0.03	0.026	0.032	7	Thu22	0.385	Thu22	TRUE	0.25 < p < 0.5	1
457	Thu27	0.021	0.01	0.337	0.024	0.006	0.014	0.03	0.019	0.009	0.027	0.009	0.009	0.016	0.088	0.018	0.007	0.18	0.054	0.103	0.019	7	Thu22	0.337	Thu22	TRUE	0.25 < p < 0.5	1
462	Thu32	0.049	0.005	0.06	0.03	0.006	0.027	0.032	0.038	0.004	0.063	0.004	0.007	0.061	0.07	0.016	0.013	0.33	0.067	0.074	0.046	7	Thu36	0.33	Thu36	TRUE	0.25 < p < 0.5	1
463	Thu32	0.052	0.008	0.086	0.034	0.021	0.024	0.057	0.065	0.006	0.061	0.006	0.009	0.055	0.128	0.027	0.011	0.092	0.07	0.146	0.044	7	Thu38	0.146	Thu38	TRUE	0.1 < p < 0.25	1
464	Thu22	0.053	0.005	0.28	0.026	0.007	0.013	0.283	0.018	0.004	0.062	0.005	0.009	0.015	0.015	0.025	0.006	0.114	0.026	0.017	0.017	7	Thu26	0.283	Thu26	TRUE	0.25 < p < 0.5	1
467	Thu23	0.035	0.007	0.34	0.107	0.006	0.026	0.042	0.04	0.008	0.063	0.009	0.011	0.077	0.019	0.026	0.007	0.058	0.037	0.032	0.05	7	Thu22	0.34	Thu22	TRUE	0.25 < p < 0.5	1
472	Thu22	0.077	0.011	0.175	0.094	0.006	0.048	0.072	0.032	0.012	0.071	0.012	0.011	0.042	0.049	0.035	0.008	0.069	0.058	0.049	0.07	7	Thu22	0.175	Thu22	FALSE	0.1 < p < 0.25	1
474	Thu37	0.045	0.007	0.078	0.15	0.006	0.046	0.029	0.04	0.009	0.047	0.008	0.012	0.061	0.068	0.017	0.019	0.123	0.083	0.062	0.092	7	Thu23	0.15	Thu23	TRUE	0.1 < p < 0.25	1
475	Thu34	0.063	0.008	0.117	0.039	0.007	0.029	0.102	0.091	0.006	0.144	0.008	0.01	0.04	0.029	0.072	0.024	0.047	0.065	0.045	0.055	7	Thu29	0.144	Thu29	TRUE	0.1 < p < 0.25	1
484	Thu23	0.052	0.018	0.235	0.062	0.008	0.024	0.238	0.017	0.015	0.087	0.017	0.01	0.013	0.016	0.094	0.004	0.023	0.021	0.016	0.03	7	Thu26	0.238	Thu26	TRUE	0.1 < p < 0.25	1
485	Thu32	0.054	0.012	0.041	0.294	0.009	0.053	0.035	0.026	0.012	0.039	0.013	0.014	0.065	0.079	0.06	0.01	0.024	0.054	0.049	0.058	7	Thu23	0.294	Thu23	TRUE	0.25 < p < 0.5	1
486	Thu37	0.107	0.012	0.033	0.07	0.01	0.025	0.024	0.032	0.011	0.027	0.011	0.009	0.028	0.304	0.039	0.023	0.041	0.118	0.046	0.031	7	Thu33	0.304	Thu33	TRUE	0.25 < p < 0.5	1
489	Thu20	0.085	0.02	0.039	0.056	0.03	0.031	0.095	0.028	0.011	0.066	0.013	0.034	0.126	0.059	0.049	0.017	0.086	0.042	0.076	0.034	7	Thu32	0.126	Thu32	TRUE	0.1 < p < 0.25	1
490	Thu26	0.085	0.018	0.039	0.061	0.029	0.032	0.124	0.024	0.012	0.059	0.013	0.023	0.107	0.067	0.068	0.011	0.098	0.041	0.059	0.032	7	Thu26	0.124	Thu26	FALSE	0.1 < p < 0.25	1
494	Thu26	0.091	0.036	0.103	0.119	0.023	0.031	0.147	0.028	0.016	0.074	0.025	0.015	0.029	0.049	0.057	0.009	0.045	0.03	0.034	0.04	7	Thu26	0.147	Thu26	FALSE	0.1 < p < 0.25	1
500	Thu32	0.044	0.005	0.048	0.067	0.015	0.03	0.044	0.046	0.005	0.026	0.004	0.008	0.093	0.169	0.03	0.047	0.067	0.081	0.094	0.077	7	Thu33	0.169	Thu33	TRUE	0.1 < p < 0.25	1
502	Thu32	0.036	0.006	0.082	0.048	0.017	0.021	0.045	0.075	0.004	0.041	0.005	0.009	0.088	0.099	0.033	0.012	0.163	0.048	0.132	0.035	7	Thu36	0.163	Thu36	TRUE	0.1 < p < 0.25	1
507	Thu37	0.044	0.008	0.077	0.044	0.016	0.082	0.066	0.119	0.007	0.032	0.009	0.014	0.052	0.132	0.079	0.012	0.044	0.081	0.034	0.048	7	Thu33	0.132	Thu33	TRUE	0.1 < p < 0.25	1
509	Thu33	0.042	0.008	0.082	0.06	0.014	0.027	0.086	0.062	0.007	0.036	0.008	0.005	0.035	0.119	0.198	0.013	0.064	0.053	0.048	0.032	7	Thu34	0.198	Thu34	TRUE	0.1 < p < 0.25	1
512	Thu39	0.114	0.029	0.088	0.096	0.022	0.044	0.169	0.021	0.018	0.069	0.043	0.012	0.034	0.036	0.054	0.015	0.025	0.033	0.035	0.046	7	Thu26	0.169	Thu26	TRUE	0.1 < p < 0.25	1
513	Thu33	0.026	0.007	0.087	0.188	0.017	0.02	0.045	0.045	0.007	0.031	0.007	0.01	0.05	0.095	0.057	0.008	0.149	0.048	0.068	0.036	7	Thu23	0.188	Thu23	TRUE	0.1 < p < 0.25	1
514	Thu20	0.076	0.032	0.074	0.093	0.031	0.074	0.083	0.019	0.018	0.054	0.03	0.017	0.065	0.056	0.097	0.008	0.058	0.037	0.038	0.041	7	Thu34	0.097	Thu34	TRUE	p < 0.1	1
515	Thu35	0.01	0.009	0.008	0.009	0.005	0.011	0.007	0.011	0.009	0.009	0.008	0.009	0.013	0.011	0.008	0.821	0.012	0.01	0.01	0.01	7	Thu35	0.821	Thu35	FALSE	p > 0.5	1
518	Thu35	0.011	0.018	0.009	0.008	0.006	0.009	0.009	0.01	0.015	0.01	0.015	0.015	0.012	0.01	0.009	0.791	0.01	0.01	0.012	0.01	7	Thu35	0.791	Thu35	FALSE	p > 0.5	1
519	Thu35	0.009	0.007	0.007	0.007	0.006	0.01	0.007	0.01	0.006	0.008	0.007	0.008	0.012	0.009	0.007	0.844	0.009	0.009	0.009	0.009	7	Thu35	0.844	Thu35	FALSE	p > 0.5	1
520	Thu35	0.029	0.011	0.025	0.02	0.011	0.026	0.026	0.028	0.01	0.027	0.012	0.02	0.047	0.034	0.024	0.51	0.049	0.029	0.037	0.023	7	Thu35	0.51	Thu35	FALSE	p > 0.5	1
521	Thu35	0.053	0.016	0.019	0.041	0.008	0.055	0.042	0.032	0.014	0.022	0.007	0.018	0.053	0.046	0.02	0.402	0.012	0.069	0.036	0.036	7	Thu35	0.402	Thu35	FALSE	0.25 < p < 0.5	1
523	Thu35	0.023	0.029	0.03	0.022	0.008	0.031	0.018	0.024	0.034	0.023	0.042	0.092	0.032	0.015	0.023	0.473	0.016	0.019	0.018	0.025	7	Thu35	0.473	Thu35	FALSE	0.25 < p < 0.5	1
524	Thu35	0.013	0.007	0.011	0.013	0.006	0.014	0.009	0.013	0.007	0.011	0.007	0.011	0.015	0.016	0.008	0.776	0.014	0.015	0.017	0.016	7	Thu35	0.776	Thu35	FALSE	p > 0.5	1
526	Thu38	0.025	0.021	0.011	0.018	0.007	0.009	0.018	0.009	0.011	0.014	0.011	0.031	0.008	0.015	0.011	0.012	0.008	0.019	0.721	0.021	7	Thu38	0.721	Thu38	FALSE	p > 0.5	1
531	Thu20	0.097	0.009	0.024	0.205	0.005	0.166	0.034	0.028	0.008	0.061	0.01	0.01	0.026	0.031	0.132	0.007	0.016	0.043	0.018	0.071	7	Thu23	0.205	Thu23	TRUE	0.1 < p < 0.25	1
532	Thu38	0.053	0.012	0.024	0.041	0.008	0.037	0.041	0.033	0.009	0.024	0.01	0.072	0.015	0.036	0.024	0.018	0.035	0.19	0.256	0.061	7	Thu38	0.256	Thu38	FALSE	0.25 < p < 0.5	1
533	Thu37	0.109	0.011	0.024	0.065	0.006	0.115	0.032	0.038	0.01	0.059	0.01	0.019	0.058	0.041	0.027	0.009	0.02	0.072	0.035	0.238	7	Thu39	0.238	Thu39	TRUE	0.1 < p < 0.25	1
534	Thu20	0.088	0.017	0.06	0.09	0.01	0.229	0.032	0.024	0.008	0.142	0.012	0.016	0.013	0.033	0.027	0.01	0.014	0.038	0.019	0.116	7	Thu25	0.229	Thu25	TRUE	0.1 < p < 0.25	1
541	Thu26	0.074	0.019	0.046	0.129	0.008	0.055	0.042	0.064	0.014	0.066	0.015	0.026	0.037	0.052	0.04	0.01	0.044	0.065	0.052	0.141	7	Thu39	0.141	Thu39	TRUE	0.1 < p < 0.25	1
542	Thu20	0.123	0.017	0.052	0.093	0.006	0.056	0.087	0.041	0.016	0.058	0.017	0.015	0.019	0.02	0.193	0.009	0.025	0.048	0.023	0.083	7	Thu34	0.193	Thu34	TRUE	0.1 < p < 0.25	1
544	Thu37	0.07	0.015	0.034	0.032	0.009	0.031	0.124	0.039	0.01	0.041	0.015	0.062	0.08	0.082	0.019	0.028	0.039	0.128	0.042	0.101	7	Thu37	0.128	Thu37	FALSE	0.1 < p < 0.25	1
545	Thu38	0.093	0.014	0.045	0.065	0.007	0.04	0.058	0.069	0.01	0.062	0.012	0.023	0.039	0.056	0.047	0.022	0.065	0.089	0.062	0.123	7	Thu39	0.123	Thu39	TRUE	0.1 < p < 0.25	1
546	Thu26	0.123	0.012	0.035	0.058	0.009	0.104	0.065	0.055	0.007	0.097	0.009	0.021	0.038	0.037	0.043	0.012	0.027	0.055	0.039	0.155	7	Thu39	0.155	Thu39	TRUE	0.1 < p < 0.25	1
548	Thu26	0.188	0.009	0.029	0.079	0.007	0.033	0.033	0.051	0.008	0.107	0.008	0.012	0.019	0.032	0.037	0.013	0.034	0.057	0.028	0.216	7	Thu39	0.216	Thu39	TRUE	0.1 < p < 0.25	1
552	Thu37	0.074	0.036	0.048	0.078	0.009	0.043	0.127	0.039	0.036	0.045	0.03	0.029	0.023	0.034	0.115	0.007	0.025	0.051	0.034	0.116	7	Thu26	0.127	Thu26	TRUE	0.1 < p < 0.25	1
554	Thu32	0.051	0.006	0.249	0.149	0.007	0.035	0.018	0.026	0.006	0.114	0.007	0.007	0.097	0.026	0.036	0.007	0.029	0.057	0.03	0.043	7	Thu22	0.249	Thu22	TRUE	0.1 < p < 0.25	1
555	Thu26	0.142	0.008	0.119	0.064	0.008	0.045	0.038	0.023	0.007	0.145	0.006	0.011	0.036	0.044	0.05	0.018	0.016	0.077	0.065	0.078	7	Thu29	0.145	Thu29	TRUE	0.1 < p < 0.25	1
556	Thu37	0.089	0.006	0.036	0.067	0.007	0.091	0.021	0.086	0.005	0.102	0.005	0.017	0.034	0.061	0.022	0.006	0.071	0.079	0.024	0.172	7	Thu39	0.172	Thu39	TRUE	0.1 < p < 0.25	1
559	Thu20	0.079	0.021	0.077	0.07	0.005	0.078	0.059	0.019	0.016	0.073	0.018	0.014	0.023	0.023	0.268	0.007	0.015	0.041	0.034	0.06	7	Thu34	0.268	Thu34	TRUE	0.25 < p < 0.5	1
560	Thu23	0.065	0.007	0.413	0.074	0.007	0.019	0.054	0.027	0.007	0.055	0.006	0.008	0.027	0.027	0.063	0.006	0.04	0.043	0.026	0.027	7	Thu22	0.413	Thu22	TRUE	0.25 < p < 0.5	1
564	Thu37	0.08	0.007	0.032	0.024	0.006	0.198	0.027	0.096	0.006	0.042	0.006	0.012	0.044	0.098	0.034	0.009	0.089	0.099	0.027	0.066	7	Thu25	0.198	Thu25	TRUE	0.1 < p < 0.25	1
568	Thu22	0.198	0.007	0.13	0.027	0.007	0.024	0.175	0.03	0.006	0.078	0.006	0.017	0.024	0.031	0.041	0.017	0.04	0.065	0.034	0.043	7	Thu20	0.198	Thu20	TRUE	0.1 < p < 0.25	1
569	Thu33	0.08	0.018	0.04	0.076	0.007	0.061	0.037	0.048	0.022	0.056	0.016	0.014	0.064	0.067	0.029	0.007	0.058	0.088	0.057	0.156	7	Thu39	0.156	Thu39	TRUE	0.1 < p < 0.25	1
570	Thu20	0.102	0.066	0.058	0.028	0.009	0.136	0.041	0.028	0.043	0.049	0.033	0.02	0.028	0.039	0.11	0.033	0.023	0.048	0.048	0.058	7	Thu25	0.136	Thu25	TRUE	0.1 < p < 0.25	1
571	Thu37	0.065	0.007	0.037	0.055	0.006	0.266	0.027	0.067	0.006	0.037	0.006	0.011	0.032	0.086	0.067	0.008	0.075	0.077	0.023	0.042	7	Thu25	0.266	Thu25	TRUE	0.25 < p < 0.5	1
575	Thu37	0.078	0.009	0.032	0.052	0.006	0.124	0.027	0.077	0.007	0.062	0.007	0.01	0.039	0.053	0.1	0.025	0.035	0.093	0.061	0.106	7	Thu25	0.124	Thu25	TRUE	0.1 < p < 0.25	1
576	Thu26	0.134	0.03	0.056	0.113	0.009	0.062	0.085	0.023	0.014	0.109	0.018	0.033	0.023	0.024	0.076	0.019	0.016	0.036	0.044	0.077	7	Thu20	0.134	Thu20	TRUE	0.1 < p < 0.25	1
580	Thu37	0.079	0.015	0.045	0.241	0.01	0.055	0.06	0.023	0.014	0.09	0.014	0.013	0.03	0.034	0.057	0.006	0.07	0.045	0.042	0.056	7	Thu23	0.241	Thu23	TRUE	0.1 < p < 0.25	1
582	Thu25	0.06	0.01	0.023	0.027	0.012	0.17	0.02	0.04	0.017	0.042	0.011	0.009	0.137	0.1	0.03	0.006	0.129	0.064	0.023	0.07	7	Thu25	0.17	Thu25	FALSE	0.1 < p < 0.25	1
583	Thu35	0.022	0.019	0.016	0.016	0.008	0.032	0.012	0.024	0.015	0.017	0.013	0.019	0.018	0.017	0.015	0.669	0.015	0.017	0.017	0.019	7	Thu35	0.669	Thu35	FALSE	p > 0.5	1
584	Thu35	0.042	0.071	0.028	0.024	0.01	0.029	0.032	0.035	0.077	0.023	0.038	0.038	0.018	0.02	0.035	0.367	0.023	0.028	0.025	0.037	7	Thu35	0.367	Thu35	FALSE	0.25 < p < 0.5	1
592	Thu26	0.07	0.011	0.061	0.058	0.008	0.049	0.052	0.083	0.009	0.065	0.008	0.007	0.032	0.087	0.138	0.008	0.108	0.057	0.044	0.045	7	Thu34	0.138	Thu34	TRUE	0.1 < p < 0.25	1
593	Thu37	0.042	0.014	0.038	0.04	0.007	0.155	0.019	0.115	0.013	0.036	0.012	0.01	0.102	0.091	0.076	0.013	0.054	0.062	0.028	0.076	7	Thu25	0.155	Thu25	TRUE	0.1 < p < 0.25	1
