  1        1    (0)   19 :  0.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 1.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 20: 0.000  |  ***
1556     3930    (0)   12 :  0.999 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1557     3935    (0)   20 :  0.997 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.001  |  
1558     3938    (0)    7 :  0.990 | Pop 1: 0.001  | Pop 2: 0.000  | Pop 3: 0.001  | Pop 4: 0.001  | Pop 5: 0.000  | Pop 6: 0.001  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.001  | Pop 15: 0.001  | Pop 16: 0.000  | Pop 17: 0.001  | Pop 18: 0.001  | Pop 19: 0.001  | Pop 20: 0.001  |  
1559     3943    (0)   13 :  0.993 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 14: 0.001  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.004  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1560     3949    (0)   13 :  0.999 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1561     3950   (12)   14 :  0.994 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.001  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.004  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.001  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1562     3951   (25)   13 :  0.998 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.001  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1563     3954    (0)    3 :  0.945 | Pop 1: 0.001  | Pop 2: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.001  | Pop 7: 0.017  | Pop 8: 0.007  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.002  | Pop 14: 0.006  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.007  | Pop 19: 0.003  | Pop 20: 0.010  |  
1564     3958    (0)   18 :  0.988 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.001  | Pop 8: 0.002  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.001  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 19: 0.003  | Pop 20: 0.002  |  
1565     3959    (0)   19 :  0.997 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.001  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 20: 0.000  |  
1566     3962    (0)   14 :  0.998 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.001  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1567     3964   (12)   13 :  1.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1568     3972    (0)    8 :  0.993 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.005  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1569     3973    (0)   13 :  1.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1570     3978    (0)   13 :  0.999 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1571     3980    (0)   19 :  0.997 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.001  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.001  | Pop 18: 0.000  | Pop 20: 0.000  |  
1572     3981    (0)   20 :  0.995 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.001  | Pop 14: 0.001  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.001  | Pop 18: 0.001  | Pop 19: 0.001  |  
1573     3985    (0)   20 :  0.999 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  |  
1574     3986    (0)   13 :  1.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1575     3987   (12)   13 :  1.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1576     3988    (0)   20 :  0.998 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  |  
1577     3991    (0)    1 :  0.985 | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.003  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.002  | Pop 13: 0.007  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.001  | Pop 20: 0.001  |  
1578     3992    (0)    2 :  0.881 | Pop 1: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.001  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.094  | Pop 13: 0.017  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.005  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.001  | Pop 20: 0.000  |  
1579     3994    (0)    1 :  0.991 | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.001  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.003  | Pop 13: 0.003  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1580     3997    (0)   17 :  0.997 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.001  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 18: 0.001  | Pop 19: 0.000  | Pop 20: 0.000  |  
1581     3998    (0)   20 :  0.977 | Pop 1: 0.001  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.001  | Pop 7: 0.000  | Pop 8: 0.004  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.001  | Pop 14: 0.001  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.010  | Pop 18: 0.002  | Pop 19: 0.000  |  
1582     4000    (0)   17 :  0.997 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.001  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.001  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 18: 0.001  | Pop 19: 0.000  | Pop 20: 0.000  |  
1583     4003    (0)   14 :  0.996 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.002  | Pop 7: 0.000  | Pop 8: 0.001  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.001  | Pop 19: 0.000  | Pop 20: 0.000  |  
1584     4005    (0)    8 :  0.999 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1585     4006    (0)    8 :  0.999 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1586     4007    (0)   10 :  0.985 | Pop 1: 0.001  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.001  | Pop 8: 0.002  | Pop 9: 0.000  | Pop 11: 0.000  | Pop 12: 0.001  | Pop 13: 0.001  | Pop 14: 0.001  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.001  | Pop 19: 0.003  | Pop 20: 0.003  |  
1587     4013    (0)   17 :  0.997 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.001  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1588     4018    (0)    8 :  0.997 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.001  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1589     4019    (0)    1 :  0.992 | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.002  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.002  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.001  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1590     4021    (0)   17 :  0.998 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.001  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1591     4024    (0)    1 :  0.991 | Pop 2: 0.000  | Pop 3: 0.001  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.001  | Pop 7: 0.001  | Pop 8: 0.001  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.001  | Pop 15: 0.002  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.001  | Pop 19: 0.000  | Pop 20: 0.001  |  
1592     4028    (0)   20 :  0.995 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.001  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.002  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.002  | Pop 19: 0.000  |  
1593     4030    (0)   19 :  0.998 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 20: 0.000  |  
1594     4033    (0)   12 :  0.985 | Pop 1: 0.001  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.001  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 13: 0.005  | Pop 14: 0.002  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.003  | Pop 18: 0.001  | Pop 19: 0.001  | Pop 20: 0.001  |  
1595     4034   (12)    1 :  0.984 | Pop 2: 0.000  | Pop 3: 0.001  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.003  | Pop 8: 0.002  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.003  | Pop 16: 0.000  | Pop 17: 0.002  | Pop 18: 0.002  | Pop 19: 0.001  | Pop 20: 0.001  |  
1596     4037    (0)   20 :  0.994 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.001  | Pop 7: 0.000  | Pop 8: 0.002  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.001  | Pop 14: 0.001  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.001  | Pop 19: 0.001  |  
1597     4038    (0)   20 :  0.996 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.001  | Pop 9: 0.000  | Pop 10: 0.002  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  |  
1598     4040    (0)   10 :  0.995 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.001  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.003  | Pop 20: 0.000  |  
1599     4041    (0)   18 :  0.988 | Pop 1: 0.001  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.001  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.004  | Pop 15: 0.002  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 19: 0.005  | Pop 20: 0.000  |  
1600     4046    (0)   18 :  0.988 | Pop 1: 0.001  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.002  | Pop 7: 0.000  | Pop 8: 0.002  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.002  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 19: 0.001  | Pop 20: 0.003  |  
1601     4050    (0)   18 :  0.994 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.002  | Pop 7: 0.000  | Pop 8: 0.001  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.001  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 19: 0.000  | Pop 20: 0.001  |  
1602     4052    (0)   18 :  0.985 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.001  | Pop 4: 0.001  | Pop 5: 0.000  | Pop 6: 0.001  | Pop 7: 0.000  | Pop 8: 0.001  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.007  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.001  | Pop 19: 0.000  | Pop 20: 0.001  |  
1603     4055    (0)   13 :  0.981 | Pop 1: 0.002  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.001  | Pop 7: 0.002  | Pop 8: 0.002  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 14: 0.001  | Pop 15: 0.002  | Pop 16: 0.000  | Pop 17: 0.003  | Pop 18: 0.002  | Pop 19: 0.002  | Pop 20: 0.001  |  
1604     4059    (0)   18 :  0.996 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.001  | Pop 16: 0.000  | Pop 17: 0.001  | Pop 19: 0.001  | Pop 20: 0.000  |  
1605     4061    (0)    6 :  0.996 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.001  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.001  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1606     4066    (0)   13 :  1.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1607     4071    (0)   13 :  1.000 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1608     4074    (0)   12 :  0.998 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.000  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 13: 0.000  | Pop 14: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.000  | Pop 19: 0.000  | Pop 20: 0.000  |  
1609     4077    (0)   14 :  0.986 | Pop 1: 0.000  | Pop 2: 0.000  | Pop 3: 0.001  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.000  | Pop 7: 0.000  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.000  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.004  | Pop 18: 0.001  | Pop 19: 0.006  | Pop 20: 0.000  |  
1610     4084   (12)    7 :  0.991 | Pop 1: 0.001  | Pop 2: 0.000  | Pop 3: 0.001  | Pop 4: 0.000  | Pop 5: 0.000  | Pop 6: 0.001  | Pop 8: 0.000  | Pop 9: 0.000  | Pop 10: 0.001  | Pop 11: 0.000  | Pop 12: 0.000  | Pop 13: 0.000  | Pop 14: 0.001  | Pop 15: 0.000  | Pop 16: 0.000  | Pop 17: 0.000  | Pop 18: 0.001  | Pop 19: 0.002  | Pop 20: 0.001  |  
